tool,run,parameter,moment,value
nm7,227,P6,prse,Inf
nm7,227,P7,prse,Inf
nm7,227,P8,prse,Inf
nm7,227,P9,prse,Inf
nm7,227,P10,prse,Inf
nm7,227,P11,prse,Inf
nm7,227,P12,prse,Inf
nm7,227,P13,prse,Inf
nm7,227,P14,prse,Inf
nm7,227,ofv,minimum,2176.82665383603
nm7,228,prob,text,228 phase1 2 CMT like 1004 but diff. initial on V3
nm7,228,min,status,0
nm7,228,P1,estimate,9.19631
nm7,228,P2,estimate,18.5144
nm7,228,P3,estimate,0.068007
nm7,228,P4,estimate,3.4626
nm7,228,P5,estimate,110.798
nm7,228,P6,estimate,0.822696
nm7,228,P7,estimate,1.39502
nm7,228,P8,estimate,0.0732997
nm7,228,P9,estimate,0.171462
nm7,228,P10,estimate,0
nm7,228,P11,estimate,0.0774881
nm7,228,P12,estimate,0
nm7,228,P13,estimate,0
nm7,228,P14,estimate,0.0857713
nm7,228,P1,prse,Inf
nm7,228,P2,prse,Inf
nm7,228,P3,prse,Inf
nm7,228,P4,prse,Inf
nm7,228,P5,prse,Inf
nm7,228,P6,prse,Inf
nm7,228,P7,prse,Inf
nm7,228,P8,prse,Inf
nm7,228,P9,prse,Inf
nm7,228,P10,prse,Inf
nm7,228,P11,prse,Inf
nm7,228,P12,prse,Inf
nm7,228,P13,prse,Inf
nm7,228,P14,prse,Inf
nm7,228,ofv,minimum,2581.2046774778
nm7,229,prob,text,229 phase1 2 CMT like 1004 but diff. initial on V3
nm7,229,min,status,0
nm7,229,P1,estimate,8.25467
nm7,229,P2,estimate,20.7089
nm7,229,P3,estimate,0.0669189
nm7,229,P4,estimate,3.47603
nm7,229,P5,estimate,98.1852
nm7,229,P6,estimate,1.10347
nm7,229,P7,estimate,2.15117
nm7,229,P8,estimate,0.0713604
nm7,229,P9,estimate,0.148901
nm7,229,P10,estimate,0
nm7,229,P11,estimate,0.14847
nm7,229,P12,estimate,0
nm7,229,P13,estimate,0
nm7,229,P14,estimate,0.10816
nm7,229,P1,prse,Inf
nm7,229,P2,prse,Inf
nm7,229,P3,prse,Inf
nm7,229,P4,prse,Inf
nm7,229,P5,prse,Inf
nm7,229,P6,prse,Inf
nm7,229,P7,prse,Inf
nm7,229,P8,prse,Inf
nm7,229,P9,prse,Inf
nm7,229,P10,prse,Inf
nm7,229,P11,prse,Inf
nm7,229,P12,prse,Inf
nm7,229,P13,prse,Inf
nm7,229,P14,prse,Inf
nm7,229,ofv,minimum,2754.96207148441
nm7,230,prob,text,230 phase1 2 CMT like 1004 but diff. initial on V3
nm7,230,min,status,0
nm7,230,P1,estimate,9.04476
nm7,230,P2,estimate,20.9333
nm7,230,P3,estimate,0.0688735
nm7,230,P4,estimate,3.90386
nm7,230,P5,estimate,106.632
nm7,230,P6,estimate,0.934508
nm7,230,P7,estimate,1.3388
nm7,230,P8,estimate,0.0650777
nm7,230,P9,estimate,0.112719
nm7,230,P10,estimate,0
nm7,230,P11,estimate,0.107676
nm7,230,P12,estimate,0
nm7,230,P13,estimate,0
nm7,230,P14,estimate,0.111696
nm7,230,P1,prse,Inf
nm7,230,P2,prse,Inf
nm7,230,P3,prse,Inf
nm7,230,P4,prse,Inf
nm7,230,P5,prse,Inf
nm7,230,P6,prse,Inf
nm7,230,P7,prse,Inf
nm7,230,P8,prse,Inf
nm7,230,P9,prse,Inf
nm7,230,P10,prse,Inf
nm7,230,P11,prse,Inf
nm7,230,P12,prse,Inf
nm7,230,P13,prse,Inf
nm7,230,P14,prse,Inf
nm7,230,ofv,minimum,2515.75746140948
nm7,231,prob,text,231 phase1 2 CMT like 1004 but diff. initial on V3
nm7,231,min,status,0
nm7,231,P1,estimate,9.15843
nm7,231,P2,estimate,18.5842
nm7,231,P3,estimate,0.062896
nm7,231,P4,estimate,3.30771
nm7,231,P5,estimate,88.7579
nm7,231,P6,estimate,0.885182
nm7,231,P7,estimate,1.90779
nm7,231,P8,estimate,0.0761423
nm7,231,P9,estimate,0.239068
nm7,231,P10,estimate,0
nm7,231,P11,estimate,0.152847
nm7,231,P12,estimate,0
nm7,231,P13,estimate,0
nm7,231,P14,estimate,0.072646
nm7,231,P1,prse,Inf
nm7,231,P2,prse,Inf
nm7,231,P3,prse,Inf
nm7,231,P4,prse,Inf
nm7,231,P5,prse,Inf
nm7,231,P6,prse,Inf
nm7,231,P7,prse,Inf
nm7,231,P8,prse,Inf
nm7,231,P9,prse,Inf
nm7,231,P10,prse,Inf
nm7,231,P11,prse,Inf
nm7,231,P12,prse,Inf
nm7,231,P13,prse,Inf
nm7,231,P14,prse,Inf
nm7,231,ofv,minimum,1991.32064115815
nm7,232,prob,text,232 phase1 2 CMT like 1004 but diff. initial on V3
nm7,232,min,status,0
nm7,232,P1,estimate,7.30339
nm7,232,P2,estimate,21.437
nm7,232,P3,estimate,0.0701857
nm7,232,P4,estimate,3.72981
nm7,232,P5,estimate,96.9161
nm7,232,P6,estimate,1.16855
nm7,232,P7,estimate,1.62761
nm7,232,P8,estimate,0.0603456
nm7,232,P9,estimate,0.188187
nm7,232,P10,estimate,0
nm7,232,P11,estimate,0.150325
nm7,232,P12,estimate,0
nm7,232,P13,estimate,0
nm7,232,P14,estimate,0.0438163
nm7,232,P1,prse,Inf
nm7,232,P2,prse,Inf
nm7,232,P3,prse,Inf
nm7,232,P4,prse,Inf
nm7,232,P5,prse,Inf
nm7,232,P6,prse,Inf
nm7,232,P7,prse,Inf
nm7,232,P8,prse,Inf
nm7,232,P9,prse,Inf
nm7,232,P10,prse,Inf
nm7,232,P11,prse,Inf
nm7,232,P12,prse,Inf
nm7,232,P13,prse,Inf
nm7,232,P14,prse,Inf
nm7,232,ofv,minimum,2731.92353511718
nm7,233,prob,text,233 phase1 2 CMT like 1004 but diff. initial on V3
nm7,233,min,status,0
nm7,233,P1,estimate,8.86371
nm7,233,P2,estimate,22.1991
nm7,233,P3,estimate,0.0742251
nm7,233,P4,estimate,4.36141
nm7,233,P5,estimate,123.383
nm7,233,P6,estimate,0.935615
nm7,233,P7,estimate,1.85563
nm7,233,P8,estimate,0.0678518
nm7,233,P9,estimate,0.196792
nm7,233,P10,estimate,0
nm7,233,P11,estimate,0.0872487
nm7,233,P12,estimate,0
nm7,233,P13,estimate,0
nm7,233,P14,estimate,0.124926
nm7,233,P1,prse,Inf
nm7,233,P2,prse,Inf
nm7,233,P3,prse,Inf
nm7,233,P4,prse,Inf
nm7,233,P5,prse,Inf
nm7,233,P6,prse,Inf
nm7,233,P7,prse,Inf
nm7,233,P8,prse,Inf
nm7,233,P9,prse,Inf
nm7,233,P10,prse,Inf
nm7,233,P11,prse,Inf
nm7,233,P12,prse,Inf
nm7,233,P13,prse,Inf
nm7,233,P14,prse,Inf
nm7,233,ofv,minimum,2627.30300846949
nm7,234,prob,text,234 phase1 2 CMT like 1004 but diff. initial on V3
nm7,234,min,status,0
nm7,234,P1,estimate,8.9805
nm7,234,P2,estimate,18.1824
nm7,234,P3,estimate,0.0632669
nm7,234,P4,estimate,4.13444
nm7,234,P5,estimate,96.6421
nm7,234,P6,estimate,0.876366
nm7,234,P7,estimate,1.59346
nm7,234,P8,estimate,0.0795945
nm7,234,P9,estimate,0.177297
nm7,234,P10,estimate,0
nm7,234,P11,estimate,0.141465
nm7,234,P12,estimate,0
nm7,234,P13,estimate,0
nm7,234,P14,estimate,0.128378
nm7,234,P1,prse,Inf
nm7,234,P2,prse,Inf
nm7,234,P3,prse,Inf
nm7,234,P4,prse,Inf
nm7,234,P5,prse,Inf
nm7,234,P6,prse,Inf
nm7,234,P7,prse,Inf
nm7,234,P8,prse,Inf
nm7,234,P9,prse,Inf
nm7,234,P10,prse,Inf
nm7,234,P11,prse,Inf
nm7,234,P12,prse,Inf
nm7,234,P13,prse,Inf
nm7,234,P14,prse,Inf
nm7,234,ofv,minimum,2254.09880336813
nm7,235,prob,text,235 phase1 2 CMT like 1004 but diff. initial on V3
nm7,235,min,status,0
nm7,235,P1,estimate,9.29113
nm7,235,P2,estimate,21.0823
nm7,235,P3,estimate,0.0636715
nm7,235,P4,estimate,4.2187
nm7,235,P5,estimate,97.9335
nm7,235,P6,estimate,0.734889
nm7,235,P7,estimate,2.34151
nm7,235,P8,estimate,0.0751082
nm7,235,P9,estimate,0.110711
nm7,235,P10,estimate,0
nm7,235,P11,estimate,0.20613
nm7,235,P12,estimate,0
nm7,235,P13,estimate,0
nm7,235,P14,estimate,0.0954371
nm7,235,P1,prse,Inf
nm7,235,P2,prse,Inf
nm7,235,P3,prse,Inf
nm7,235,P4,prse,Inf
nm7,235,P5,prse,Inf
nm7,235,P6,prse,Inf
nm7,235,P7,prse,Inf
nm7,235,P8,prse,Inf
nm7,235,P9,prse,Inf
nm7,235,P10,prse,Inf
nm7,235,P11,prse,Inf
nm7,235,P12,prse,Inf
nm7,235,P13,prse,Inf
nm7,235,P14,prse,Inf
nm7,235,ofv,minimum,2694.23883349253
nm7,236,prob,text,236 phase1 2 CMT like 1004 but diff. initial on V3
nm7,236,min,status,0
nm7,236,P1,estimate,8.35112
nm7,236,P2,estimate,17.4319
nm7,236,P3,estimate,0.0612572
nm7,236,P4,estimate,3.4128
nm7,236,P5,estimate,105.371
nm7,236,P6,estimate,0.877701
nm7,236,P7,estimate,1.5006
nm7,236,P8,estimate,0.0737696
nm7,236,P9,estimate,0.189122
nm7,236,P10,estimate,0
nm7,236,P11,estimate,0.148952
nm7,236,P12,estimate,0
nm7,236,P13,estimate,0
nm7,236,P14,estimate,0.150695
nm7,236,P1,prse,Inf
nm7,236,P2,prse,Inf
nm7,236,P3,prse,Inf
nm7,236,P4,prse,Inf
nm7,236,P5,prse,Inf
nm7,236,P6,prse,Inf
nm7,236,P7,prse,Inf
nm7,236,P8,prse,Inf
nm7,236,P9,prse,Inf
nm7,236,P10,prse,Inf
nm7,236,P11,prse,Inf
nm7,236,P12,prse,Inf
nm7,236,P13,prse,Inf
nm7,236,P14,prse,Inf
nm7,236,ofv,minimum,2523.74906026077
nm7,237,prob,text,237 phase1 2 CMT like 1004 but diff. initial on V3
nm7,237,min,status,0
nm7,237,P1,estimate,8.55988
nm7,237,P2,estimate,21.4459
nm7,237,P3,estimate,0.0751229
nm7,237,P4,estimate,4.7227
nm7,237,P5,estimate,113.499
nm7,237,P6,estimate,0.691164
nm7,237,P7,estimate,2.21966
nm7,237,P8,estimate,0.0680677
nm7,237,P9,estimate,0.203709
nm7,237,P10,estimate,0
nm7,237,P11,estimate,0.0997085
nm7,237,P12,estimate,0
nm7,237,P13,estimate,0
nm7,237,P14,estimate,0.13849
nm7,237,P1,prse,Inf
nm7,237,P2,prse,Inf
nm7,237,P3,prse,Inf
nm7,237,P4,prse,Inf
nm7,237,P5,prse,Inf
nm7,237,P6,prse,Inf
nm7,237,P7,prse,Inf
nm7,237,P8,prse,Inf
nm7,237,P9,prse,Inf
nm7,237,P10,prse,Inf
nm7,237,P11,prse,Inf
nm7,237,P12,prse,Inf
nm7,237,P13,prse,Inf
nm7,237,P14,prse,Inf
nm7,237,ofv,minimum,2002.43886330432
nm7,238,prob,text,238 phase1 2 CMT like 1004 but diff. initial on V3
nm7,238,min,status,0
nm7,238,P1,estimate,9.11473
nm7,238,P2,estimate,22.232
nm7,238,P3,estimate,0.066035
nm7,238,P4,estimate,4.14845
nm7,238,P5,estimate,93.3118
nm7,238,P6,estimate,0.946704
nm7,238,P7,estimate,1.59703
nm7,238,P8,estimate,0.0718954
nm7,238,P9,estimate,0.195957
nm7,238,P10,estimate,0
nm7,238,P11,estimate,0.0791012
nm7,238,P12,estimate,0
nm7,238,P13,estimate,0
nm7,238,P14,estimate,0.162962
nm7,238,P1,prse,Inf
nm7,238,P2,prse,Inf
nm7,238,P3,prse,Inf
nm7,238,P4,prse,Inf
nm7,238,P5,prse,Inf
nm7,238,P6,prse,Inf
nm7,238,P7,prse,Inf
nm7,238,P8,prse,Inf
nm7,238,P9,prse,Inf
nm7,238,P10,prse,Inf
nm7,238,P11,prse,Inf
nm7,238,P12,prse,Inf
nm7,238,P13,prse,Inf
nm7,238,P14,prse,Inf
nm7,238,ofv,minimum,2463.48215264809
nm7,239,prob,text,239 phase1 2 CMT like 1004 but diff. initial on V3
nm7,239,min,status,0
nm7,239,P1,estimate,10.0836
nm7,239,P2,estimate,24.4542
nm7,239,P3,estimate,0.0642296
nm7,239,P4,estimate,4.48802
nm7,239,P5,estimate,169.599
nm7,239,P6,estimate,0.929287
nm7,239,P7,estimate,1.44077
nm7,239,P8,estimate,0.082747
nm7,239,P9,estimate,0.143813
nm7,239,P10,estimate,0
nm7,239,P11,estimate,0.157941
nm7,239,P12,estimate,0
nm7,239,P13,estimate,0
nm7,239,P14,estimate,0.111148
nm7,239,P1,prse,Inf
nm7,239,P2,prse,Inf
nm7,239,P3,prse,Inf
nm7,239,P4,prse,Inf
nm7,239,P5,prse,Inf
nm7,239,P6,prse,Inf
nm7,239,P7,prse,Inf
nm7,239,P8,prse,Inf
nm7,239,P9,prse,Inf
nm7,239,P10,prse,Inf
nm7,239,P11,prse,Inf
nm7,239,P12,prse,Inf
nm7,239,P13,prse,Inf
nm7,239,P14,prse,Inf
nm7,239,ofv,minimum,1763.84024347359
nm7,240,prob,text,240 phase1 2 CMT like 1004 but diff. initial on V3
nm7,240,min,status,0
nm7,240,P1,estimate,9.64301
nm7,240,P2,estimate,23.8401
nm7,240,P3,estimate,0.0756315
nm7,240,P4,estimate,4.32727
nm7,240,P5,estimate,108
nm7,240,P6,estimate,1.16387
nm7,240,P7,estimate,0.981311
nm7,240,P8,estimate,0.0611024
nm7,240,P9,estimate,0.173899
nm7,240,P10,estimate,0
nm7,240,P11,estimate,0.0973483
nm7,240,P12,estimate,0
nm7,240,P13,estimate,0
nm7,240,P14,estimate,0.123682
nm7,240,P1,prse,Inf
nm7,240,P2,prse,Inf
nm7,240,P3,prse,Inf
nm7,240,P4,prse,Inf
nm7,240,P5,prse,Inf
nm7,240,P6,prse,Inf
nm7,240,P7,prse,Inf
nm7,240,P8,prse,Inf
nm7,240,P9,prse,Inf
nm7,240,P10,prse,Inf
nm7,240,P11,prse,Inf
nm7,240,P12,prse,Inf
nm7,240,P13,prse,Inf
nm7,240,P14,prse,Inf
nm7,240,ofv,minimum,2359.66478421349
nm7,241,prob,text,241 phase1 2 CMT like 1004 but diff. initial on V3
nm7,241,min,status,0
nm7,241,P1,estimate,9.57268
nm7,241,P2,estimate,22.1787
nm7,241,P3,estimate,0.0720825
nm7,241,P4,estimate,3.95468
nm7,241,P5,estimate,116.644
nm7,241,P6,estimate,0.845115
nm7,241,P7,estimate,1.5888
nm7,241,P8,estimate,0.0649763
nm7,241,P9,estimate,0.167125
nm7,241,P10,estimate,0
nm7,241,P11,estimate,0.110535
nm7,241,P12,estimate,0
nm7,241,P13,estimate,0
nm7,241,P14,estimate,0.116918
nm7,241,P1,prse,Inf
nm7,241,P2,prse,Inf
nm7,241,P3,prse,Inf
nm7,241,P4,prse,Inf
nm7,241,P5,prse,Inf
nm7,241,P6,prse,Inf
nm7,241,P7,prse,Inf
nm7,241,P8,prse,Inf
nm7,241,P9,prse,Inf
nm7,241,P10,prse,Inf
nm7,241,P11,prse,Inf
nm7,241,P12,prse,Inf
nm7,241,P13,prse,Inf
nm7,241,P14,prse,Inf
nm7,241,ofv,minimum,2494.96047128428
nm7,242,prob,text,242 phase1 2 CMT like 1004 but diff. initial on V3
nm7,242,min,status,0
nm7,242,P1,estimate,8.05644
nm7,242,P2,estimate,23.3037
nm7,242,P3,estimate,0.0721523
nm7,242,P4,estimate,4.41557
nm7,242,P5,estimate,117.669
nm7,242,P6,estimate,1.07387
nm7,242,P7,estimate,1.79666
nm7,242,P8,estimate,0.0671646
nm7,242,P9,estimate,0.205918
nm7,242,P10,estimate,0
nm7,242,P11,estimate,0.116521
nm7,242,P12,estimate,0
nm7,242,P13,estimate,0
nm7,242,P14,estimate,0.0802753
nm7,242,P1,prse,Inf
nm7,242,P2,prse,Inf
nm7,242,P3,prse,Inf
nm7,242,P4,prse,Inf
nm7,242,P5,prse,Inf
nm7,242,P6,prse,Inf
nm7,242,P7,prse,Inf
nm7,242,P8,prse,Inf
nm7,242,P9,prse,Inf
nm7,242,P10,prse,Inf
nm7,242,P11,prse,Inf
nm7,242,P12,prse,Inf
nm7,242,P13,prse,Inf
nm7,242,P14,prse,Inf
nm7,242,ofv,minimum,2691.4864958576
nm7,243,prob,text,243 phase1 2 CMT like 1004 but diff. initial on V3
nm7,243,min,status,0
nm7,243,P1,estimate,8.72237
nm7,243,P2,estimate,21.2789
nm7,243,P3,estimate,0.0713499
nm7,243,P4,estimate,4.25654
nm7,243,P5,estimate,112.147
nm7,243,P6,estimate,0.999996
nm7,243,P7,estimate,1.4829
nm7,243,P8,estimate,0.0706752
nm7,243,P9,estimate,0.178149
nm7,243,P10,estimate,0
nm7,243,P11,estimate,0.121935
nm7,243,P12,estimate,0
nm7,243,P13,estimate,0
nm7,243,P14,estimate,0.109149
nm7,243,P1,prse,Inf
nm7,243,P2,prse,Inf
nm7,243,P3,prse,Inf
nm7,243,P4,prse,Inf
nm7,243,P5,prse,Inf
nm7,243,P6,prse,Inf
nm7,243,P7,prse,Inf
nm7,243,P8,prse,Inf
nm7,243,P9,prse,Inf
nm7,243,P10,prse,Inf
nm7,243,P11,prse,Inf
nm7,243,P12,prse,Inf
nm7,243,P13,prse,Inf
nm7,243,P14,prse,Inf
nm7,243,ofv,minimum,2545.32665828345
nm7,244,prob,text,244 phase1 2 CMT like 1004 but diff. initial on V3
nm7,244,min,status,0
nm7,244,P1,estimate,6.11644
nm7,244,P2,estimate,17.9759
nm7,244,P3,estimate,0.0608858
nm7,244,P4,estimate,4.10808
nm7,244,P5,estimate,991
nm7,244,P6,estimate,1.10541
nm7,244,P7,estimate,1.62092
nm7,244,P8,estimate,0.0697726
nm7,244,P9,estimate,0.233153
nm7,244,P10,estimate,0
nm7,244,P11,estimate,0.0623431
nm7,244,P12,estimate,0
nm7,244,P13,estimate,0
nm7,244,P14,estimate,0.0381052
nm7,244,P1,prse,Inf
nm7,244,P2,prse,Inf
nm7,244,P3,prse,Inf
nm7,244,P4,prse,Inf
nm7,244,P5,prse,Inf
nm7,244,P6,prse,Inf
nm7,244,P7,prse,Inf
nm7,244,P8,prse,Inf
nm7,244,P9,prse,Inf
nm7,244,P10,prse,Inf
nm7,244,P11,prse,Inf
nm7,244,P12,prse,Inf
nm7,244,P13,prse,Inf
nm7,244,P14,prse,Inf
nm7,244,ofv,minimum,2414.66419691055
nm7,245,prob,text,245 phase1 2 CMT like 1004 but diff. initial on V3
nm7,245,min,status,0
nm7,245,P1,estimate,7.06622
nm7,245,P2,estimate,24.7515
nm7,245,P3,estimate,0.0765975
nm7,245,P4,estimate,5.02772
nm7,245,P5,estimate,140.252
nm7,245,P6,estimate,1.00636
nm7,245,P7,estimate,2.39873
nm7,245,P8,estimate,0.064684
nm7,245,P9,estimate,0.255278
nm7,245,P10,estimate,0
nm7,245,P11,estimate,0.104461
nm7,245,P12,estimate,0
nm7,245,P13,estimate,0
nm7,245,P14,estimate,0.119578
nm7,245,P1,prse,Inf
nm7,245,P2,prse,Inf
nm7,245,P3,prse,Inf
nm7,245,P4,prse,Inf
nm7,245,P5,prse,Inf
nm7,245,P6,prse,Inf
nm7,245,P7,prse,Inf
nm7,245,P8,prse,Inf
nm7,245,P9,prse,Inf
nm7,245,P10,prse,Inf
nm7,245,P11,prse,Inf
nm7,245,P12,prse,Inf
nm7,245,P13,prse,Inf
nm7,245,P14,prse,Inf
nm7,245,ofv,minimum,2426.60311130265
nm7,246,prob,text,246 phase1 2 CMT like 1004 but diff. initial on V3
nm7,246,min,status,0
nm7,246,P1,estimate,8.0193
nm7,246,P2,estimate,19.3037
nm7,246,P3,estimate,0.0582567
nm7,246,P4,estimate,3.53285
nm7,246,P5,estimate,99.7674
nm7,246,P6,estimate,1.06502
nm7,246,P7,estimate,1.59859
nm7,246,P8,estimate,0.0855038
nm7,246,P9,estimate,0.169717
nm7,246,P10,estimate,0
nm7,246,P11,estimate,0.140214
nm7,246,P12,estimate,0
nm7,246,P13,estimate,0
nm7,246,P14,estimate,0.133683
nm7,246,P1,prse,Inf
nm7,246,P2,prse,Inf
nm7,246,P3,prse,Inf
nm7,246,P4,prse,Inf
nm7,246,P5,prse,Inf
nm7,246,P6,prse,Inf
nm7,246,P7,prse,Inf
nm7,246,P8,prse,Inf
nm7,246,P9,prse,Inf
nm7,246,P10,prse,Inf
nm7,246,P11,prse,Inf
nm7,246,P12,prse,Inf
nm7,246,P13,prse,Inf
nm7,246,P14,prse,Inf
nm7,246,ofv,minimum,2237.33638554174
nm7,247,prob,text,247 phase1 2 CMT like 1004 but diff. initial on V3
nm7,247,min,status,0
nm7,247,P1,estimate,9.5869
nm7,247,P2,estimate,22.0962
nm7,247,P3,estimate,0.0715038
nm7,247,P4,estimate,3.73654
nm7,247,P5,estimate,99.0601
nm7,247,P6,estimate,1.04318
nm7,247,P7,estimate,1.08713
nm7,247,P8,estimate,0.0560997
nm7,247,P9,estimate,0.218045
nm7,247,P10,estimate,0
nm7,247,P11,estimate,0.127529
nm7,247,P12,estimate,0
nm7,247,P13,estimate,0
nm7,247,P14,estimate,0.0860202
nm7,247,P1,prse,Inf
nm7,247,P2,prse,Inf
nm7,247,P3,prse,Inf
nm7,247,P4,prse,Inf
nm7,247,P5,prse,Inf
nm7,247,P6,prse,Inf
nm7,247,P7,prse,Inf
nm7,247,P8,prse,Inf
nm7,247,P9,prse,Inf
nm7,247,P10,prse,Inf
nm7,247,P11,prse,Inf
nm7,247,P12,prse,Inf
nm7,247,P13,prse,Inf
nm7,247,P14,prse,Inf
nm7,247,ofv,minimum,2566.13000566747
nm7,248,prob,text,248 phase1 2 CMT like 1004 but diff. initial on V3
nm7,248,min,status,0
nm7,248,P1,estimate,9.69157
nm7,248,P2,estimate,20.7117
nm7,248,P3,estimate,0.0586734
nm7,248,P4,estimate,3.40709
nm7,248,P5,estimate,176.366
nm7,248,P6,estimate,0.99826
nm7,248,P7,estimate,1.47998
nm7,248,P8,estimate,0.0792905
nm7,248,P9,estimate,0.164313
nm7,248,P10,estimate,0
nm7,248,P11,estimate,0.192188
nm7,248,P12,estimate,0
nm7,248,P13,estimate,0
nm7,248,P14,estimate,0.0892326
nm7,248,P1,prse,Inf
nm7,248,P2,prse,Inf
nm7,248,P3,prse,Inf
nm7,248,P4,prse,Inf
nm7,248,P5,prse,Inf
nm7,248,P6,prse,Inf
nm7,248,P7,prse,Inf
nm7,248,P8,prse,Inf
nm7,248,P9,prse,Inf
nm7,248,P10,prse,Inf
nm7,248,P11,prse,Inf
nm7,248,P12,prse,Inf
nm7,248,P13,prse,Inf
nm7,248,P14,prse,Inf
nm7,248,ofv,minimum,2569.95573178954
nm7,249,prob,text,249 phase1 2 CMT like 1004 but diff. initial on V3
nm7,249,min,status,0
nm7,249,P1,estimate,8.48204
nm7,249,P2,estimate,22.0383
nm7,249,P3,estimate,0.0693203
nm7,249,P4,estimate,3.93548
nm7,249,P5,estimate,154.205
nm7,249,P6,estimate,1.09884
nm7,249,P7,estimate,1.21501
nm7,249,P8,estimate,0.0571943
nm7,249,P9,estimate,0.13714
nm7,249,P10,estimate,0
nm7,249,P11,estimate,0.0965357
nm7,249,P12,estimate,0
nm7,249,P13,estimate,0
nm7,249,P14,estimate,0.100988
nm7,249,P1,prse,Inf
nm7,249,P2,prse,Inf
nm7,249,P3,prse,Inf
nm7,249,P4,prse,Inf
nm7,249,P5,prse,Inf
nm7,249,P6,prse,Inf
nm7,249,P7,prse,Inf
nm7,249,P8,prse,Inf
nm7,249,P9,prse,Inf
nm7,249,P10,prse,Inf
nm7,249,P11,prse,Inf
nm7,249,P12,prse,Inf
nm7,249,P13,prse,Inf
nm7,249,P14,prse,Inf
nm7,249,ofv,minimum,2323.47591478479
nm7,250,prob,text,250 phase1 2 CMT like 1004 but diff. initial on V3
nm7,250,min,status,0
nm7,250,P1,estimate,8.36517
nm7,250,P2,estimate,19.5561
nm7,250,P3,estimate,0.0654765
nm7,250,P4,estimate,3.27404
nm7,250,P5,estimate,95.1853
nm7,250,P6,estimate,0.901806
nm7,250,P7,estimate,1.78033
nm7,250,P8,estimate,0.0606167
nm7,250,P9,estimate,0.143219
nm7,250,P10,estimate,0
nm7,250,P11,estimate,0.128524
nm7,250,P12,estimate,0
nm7,250,P13,estimate,0
nm7,250,P14,estimate,0.0916439
nm7,250,P1,prse,Inf
nm7,250,P2,prse,Inf
nm7,250,P3,prse,Inf
nm7,250,P4,prse,Inf
nm7,250,P5,prse,Inf
nm7,250,P6,prse,Inf
nm7,250,P7,prse,Inf
nm7,250,P8,prse,Inf
nm7,250,P9,prse,Inf
nm7,250,P10,prse,Inf
nm7,250,P11,prse,Inf
nm7,250,P12,prse,Inf
nm7,250,P13,prse,Inf
nm7,250,P14,prse,Inf
nm7,250,ofv,minimum,2617.24229169653
nm7,251,prob,text,251 phase1 2 CMT like 1004 but diff. initial on V3
nm7,251,min,status,0
nm7,251,P1,estimate,7.62426
nm7,251,P2,estimate,21.6206
nm7,251,P3,estimate,0.075008
nm7,251,P4,estimate,4.50553
nm7,251,P5,estimate,100.127
nm7,251,P6,estimate,0.93451
nm7,251,P7,estimate,1.96882
nm7,251,P8,estimate,0.0684634
nm7,251,P9,estimate,0.182223
nm7,251,P10,estimate,0
nm7,251,P11,estimate,0.134919
nm7,251,P12,estimate,0
nm7,251,P13,estimate,0
nm7,251,P14,estimate,0.144383
nm7,251,P1,prse,Inf
nm7,251,P2,prse,Inf
nm7,251,P3,prse,Inf
nm7,251,P4,prse,Inf
nm7,251,P5,prse,Inf
nm7,251,P6,prse,Inf
nm7,251,P7,prse,Inf
nm7,251,P8,prse,Inf
nm7,251,P9,prse,Inf
nm7,251,P10,prse,Inf
nm7,251,P11,prse,Inf
nm7,251,P12,prse,Inf
nm7,251,P13,prse,Inf
nm7,251,P14,prse,Inf
nm7,251,ofv,minimum,2233.81915679378
nm7,252,prob,text,252 phase1 2 CMT like 1004 but diff. initial on V3
nm7,252,min,status,0
nm7,252,P1,estimate,8.58401
nm7,252,P2,estimate,20.0525
nm7,252,P3,estimate,0.0628692
nm7,252,P4,estimate,3.48163
nm7,252,P5,estimate,114.875
nm7,252,P6,estimate,1.27624
nm7,252,P7,estimate,1.09304
nm7,252,P8,estimate,0.0754225
nm7,252,P9,estimate,0.196719
nm7,252,P10,estimate,0
nm7,252,P11,estimate,0.105288
nm7,252,P12,estimate,0
nm7,252,P13,estimate,0
nm7,252,P14,estimate,0.122908
nm7,252,P1,prse,Inf
nm7,252,P2,prse,Inf
nm7,252,P3,prse,Inf
nm7,252,P4,prse,Inf
nm7,252,P5,prse,Inf
nm7,252,P6,prse,Inf
nm7,252,P7,prse,Inf
nm7,252,P8,prse,Inf
nm7,252,P9,prse,Inf
nm7,252,P10,prse,Inf
nm7,252,P11,prse,Inf
nm7,252,P12,prse,Inf
nm7,252,P13,prse,Inf
nm7,252,P14,prse,Inf
nm7,252,ofv,minimum,2473.37227492045
nm7,253,prob,text,253 phase1 2 CMT like 1004 but diff. initial on V3
nm7,253,min,status,0
nm7,253,P1,estimate,9.49272
nm7,253,P2,estimate,19.9477
nm7,253,P3,estimate,0.057682
nm7,253,P4,estimate,3.02841
nm7,253,P5,estimate,101.098
nm7,253,P6,estimate,0.814494
nm7,253,P7,estimate,1.47941
nm7,253,P8,estimate,0.0744266
nm7,253,P9,estimate,0.116545
nm7,253,P10,estimate,0
nm7,253,P11,estimate,0.117461
nm7,253,P12,estimate,0
nm7,253,P13,estimate,0
nm7,253,P14,estimate,0.107298
nm7,253,P1,prse,Inf
nm7,253,P2,prse,Inf
