tool,run,parameter,moment,value
nm7,79,min,status,0
nm7,79,P1,estimate,8.57546
nm7,79,P2,estimate,21.5431
nm7,79,P3,estimate,0.0751168
nm7,79,P4,estimate,4.59458
nm7,79,P5,estimate,107.076
nm7,79,P6,estimate,0.942203
nm7,79,P7,estimate,1.73292
nm7,79,P8,estimate,0.0656406
nm7,79,P9,estimate,0.187013
nm7,79,P10,estimate,0
nm7,79,P11,estimate,0.115565
nm7,79,P12,estimate,0
nm7,79,P13,estimate,0
nm7,79,P14,estimate,0.135438
nm7,79,P1,prse,Inf
nm7,79,P2,prse,Inf
nm7,79,P3,prse,Inf
nm7,79,P4,prse,Inf
nm7,79,P5,prse,Inf
nm7,79,P6,prse,Inf
nm7,79,P7,prse,Inf
nm7,79,P8,prse,Inf
nm7,79,P9,prse,Inf
nm7,79,P10,prse,Inf
nm7,79,P11,prse,Inf
nm7,79,P12,prse,Inf
nm7,79,P13,prse,Inf
nm7,79,P14,prse,Inf
nm7,79,ofv,minimum,2535.89070054041
nm7,80,prob,text,80 phase1 2 CMT like 1004 but diff. initial on V3
nm7,80,min,status,0
nm7,80,P1,estimate,7.91651
nm7,80,P2,estimate,21.4423
nm7,80,P3,estimate,0.064228
nm7,80,P4,estimate,3.74631
nm7,80,P5,estimate,118.64
nm7,80,P6,estimate,0.997212
nm7,80,P7,estimate,2.13791
nm7,80,P8,estimate,0.0686216
nm7,80,P9,estimate,0.156337
nm7,80,P10,estimate,0
nm7,80,P11,estimate,0.0864995
nm7,80,P12,estimate,0
nm7,80,P13,estimate,0
nm7,80,P14,estimate,0.120559
nm7,80,P1,prse,Inf
nm7,80,P2,prse,Inf
nm7,80,P3,prse,Inf
nm7,80,P4,prse,Inf
nm7,80,P5,prse,Inf
nm7,80,P6,prse,Inf
nm7,80,P7,prse,Inf
nm7,80,P8,prse,Inf
nm7,80,P9,prse,Inf
nm7,80,P10,prse,Inf
nm7,80,P11,prse,Inf
nm7,80,P12,prse,Inf
nm7,80,P13,prse,Inf
nm7,80,P14,prse,Inf
nm7,80,ofv,minimum,2184.23521719548
nm7,81,prob,text,81 phase1 2 CMT like 1004 but diff. initial on V3
nm7,81,min,status,0
nm7,81,P1,estimate,7.94449
nm7,81,P2,estimate,22.3633
nm7,81,P3,estimate,0.0759322
nm7,81,P4,estimate,4.16966
nm7,81,P5,estimate,107.142
nm7,81,P6,estimate,0.874543
nm7,81,P7,estimate,1.82073
nm7,81,P8,estimate,0.0561824
nm7,81,P9,estimate,0.151032
nm7,81,P10,estimate,0
nm7,81,P11,estimate,0.12458
nm7,81,P12,estimate,0
nm7,81,P13,estimate,0
nm7,81,P14,estimate,0.108033
nm7,81,P1,prse,Inf
nm7,81,P2,prse,Inf
nm7,81,P3,prse,Inf
nm7,81,P4,prse,Inf
nm7,81,P5,prse,Inf
nm7,81,P6,prse,Inf
nm7,81,P7,prse,Inf
nm7,81,P8,prse,Inf
nm7,81,P9,prse,Inf
nm7,81,P10,prse,Inf
nm7,81,P11,prse,Inf
nm7,81,P12,prse,Inf
nm7,81,P13,prse,Inf
nm7,81,P14,prse,Inf
nm7,81,ofv,minimum,2659.20992287247
nm7,82,prob,text,82 phase1 2 CMT like 1004 but diff. initial on V3
nm7,82,min,status,0
nm7,82,P1,estimate,8.40224
nm7,82,P2,estimate,19.0088
nm7,82,P3,estimate,0.0584019
nm7,82,P4,estimate,2.89096
nm7,82,P5,estimate,104.664
nm7,82,P6,estimate,0.924852
nm7,82,P7,estimate,1.6835
nm7,82,P8,estimate,0.0739369
nm7,82,P9,estimate,0.152365
nm7,82,P10,estimate,0
nm7,82,P11,estimate,0.118369
nm7,82,P12,estimate,0
nm7,82,P13,estimate,0
nm7,82,P14,estimate,0.0925419
nm7,82,P1,prse,Inf
nm7,82,P2,prse,Inf
nm7,82,P3,prse,Inf
nm7,82,P4,prse,Inf
nm7,82,P5,prse,Inf
nm7,82,P6,prse,Inf
nm7,82,P7,prse,Inf
nm7,82,P8,prse,Inf
nm7,82,P9,prse,Inf
nm7,82,P10,prse,Inf
nm7,82,P11,prse,Inf
nm7,82,P12,prse,Inf
nm7,82,P13,prse,Inf
nm7,82,P14,prse,Inf
nm7,82,ofv,minimum,1986.71767973384
nm7,83,prob,text,83 phase1 2 CMT like 1004 but diff. initial on V3
nm7,83,min,status,0
nm7,83,P1,estimate,8.24683
nm7,83,P2,estimate,24.0433
nm7,83,P3,estimate,0.0807579
nm7,83,P4,estimate,3.91309
nm7,83,P5,estimate,94.4211
nm7,83,P6,estimate,0.991735
nm7,83,P7,estimate,1.40871
nm7,83,P8,estimate,0.0543987
nm7,83,P9,estimate,0.138547
nm7,83,P10,estimate,0
nm7,83,P11,estimate,0.0938562
nm7,83,P12,estimate,0
nm7,83,P13,estimate,0
nm7,83,P14,estimate,0.118569
nm7,83,P1,prse,Inf
nm7,83,P2,prse,Inf
nm7,83,P3,prse,Inf
nm7,83,P4,prse,Inf
nm7,83,P5,prse,Inf
nm7,83,P6,prse,Inf
nm7,83,P7,prse,Inf
nm7,83,P8,prse,Inf
nm7,83,P9,prse,Inf
nm7,83,P10,prse,Inf
nm7,83,P11,prse,Inf
nm7,83,P12,prse,Inf
nm7,83,P13,prse,Inf
nm7,83,P14,prse,Inf
nm7,83,ofv,minimum,2806.88273178021
nm7,84,prob,text,84 phase1 2 CMT like 1004 but diff. initial on V3
nm7,84,min,status,0
nm7,84,P1,estimate,8.34177
nm7,84,P2,estimate,19.9079
nm7,84,P3,estimate,0.0546347
nm7,84,P4,estimate,2.72747
nm7,84,P5,estimate,136.842
nm7,84,P6,estimate,0.872764
nm7,84,P7,estimate,1.63294
nm7,84,P8,estimate,0.0750783
nm7,84,P9,estimate,0.121658
nm7,84,P10,estimate,0
nm7,84,P11,estimate,0.10393
nm7,84,P12,estimate,0
nm7,84,P13,estimate,0
nm7,84,P14,estimate,0.0901018
nm7,84,P1,prse,Inf
nm7,84,P2,prse,Inf
nm7,84,P3,prse,Inf
nm7,84,P4,prse,Inf
nm7,84,P5,prse,Inf
nm7,84,P6,prse,Inf
nm7,84,P7,prse,Inf
nm7,84,P8,prse,Inf
nm7,84,P9,prse,Inf
nm7,84,P10,prse,Inf
nm7,84,P11,prse,Inf
nm7,84,P12,prse,Inf
nm7,84,P13,prse,Inf
nm7,84,P14,prse,Inf
nm7,84,ofv,minimum,1884.59696567385
nm7,85,prob,text,85 phase1 2 CMT like 1004 but diff. initial on V3
nm7,85,min,status,0
nm7,85,P1,estimate,9.51078
nm7,85,P2,estimate,17.6791
nm7,85,P3,estimate,0.0599103
nm7,85,P4,estimate,2.99104
nm7,85,P5,estimate,113.202
nm7,85,P6,estimate,1.14819
nm7,85,P7,estimate,0.741403
nm7,85,P8,estimate,0.0847317
nm7,85,P9,estimate,0.181682
nm7,85,P10,estimate,0
nm7,85,P11,estimate,0.135421
nm7,85,P12,estimate,0
nm7,85,P13,estimate,0
nm7,85,P14,estimate,0.162355
nm7,85,P1,prse,Inf
nm7,85,P2,prse,Inf
nm7,85,P3,prse,Inf
nm7,85,P4,prse,Inf
nm7,85,P5,prse,Inf
nm7,85,P6,prse,Inf
nm7,85,P7,prse,Inf
nm7,85,P8,prse,Inf
nm7,85,P9,prse,Inf
nm7,85,P10,prse,Inf
nm7,85,P11,prse,Inf
nm7,85,P12,prse,Inf
nm7,85,P13,prse,Inf
nm7,85,P14,prse,Inf
nm7,85,ofv,minimum,1814.19390007688
nm7,86,prob,text,86 phase1 2 CMT like 1004 but diff. initial on V3
nm7,86,min,status,0
nm7,86,P1,estimate,9.06019
nm7,86,P2,estimate,22.9122
nm7,86,P3,estimate,0.0735371
nm7,86,P4,estimate,4.22335
nm7,86,P5,estimate,114.197
nm7,86,P6,estimate,0.93119
nm7,86,P7,estimate,1.13078
nm7,86,P8,estimate,0.0621386
nm7,86,P9,estimate,0.159813
nm7,86,P10,estimate,0
nm7,86,P11,estimate,0.102879
nm7,86,P12,estimate,0
nm7,86,P13,estimate,0
nm7,86,P14,estimate,0.094637
nm7,86,P1,prse,Inf
nm7,86,P2,prse,Inf
nm7,86,P3,prse,Inf
nm7,86,P4,prse,Inf
nm7,86,P5,prse,Inf
nm7,86,P6,prse,Inf
nm7,86,P7,prse,Inf
nm7,86,P8,prse,Inf
nm7,86,P9,prse,Inf
nm7,86,P10,prse,Inf
nm7,86,P11,prse,Inf
nm7,86,P12,prse,Inf
nm7,86,P13,prse,Inf
nm7,86,P14,prse,Inf
nm7,86,ofv,minimum,2893.41779002682
nm7,87,prob,text,87 phase1 2 CMT like 1004 but diff. initial on V3
nm7,87,min,status,0
nm7,87,P1,estimate,8.8517
nm7,87,P2,estimate,21.482
nm7,87,P3,estimate,0.0673649
nm7,87,P4,estimate,3.80159
nm7,87,P5,estimate,83.116
nm7,87,P6,estimate,0.877378
nm7,87,P7,estimate,1.47302
nm7,87,P8,estimate,0.0633733
nm7,87,P9,estimate,0.138598
nm7,87,P10,estimate,0
nm7,87,P11,estimate,0.103899
nm7,87,P12,estimate,0
nm7,87,P13,estimate,0
nm7,87,P14,estimate,0.135865
nm7,87,P1,prse,Inf
nm7,87,P2,prse,Inf
nm7,87,P3,prse,Inf
nm7,87,P4,prse,Inf
nm7,87,P5,prse,Inf
nm7,87,P6,prse,Inf
nm7,87,P7,prse,Inf
nm7,87,P8,prse,Inf
nm7,87,P9,prse,Inf
nm7,87,P10,prse,Inf
nm7,87,P11,prse,Inf
nm7,87,P12,prse,Inf
nm7,87,P13,prse,Inf
nm7,87,P14,prse,Inf
nm7,87,ofv,minimum,2322.79052787107
nm7,88,prob,text,88 phase1 2 CMT like 1004 but diff. initial on V3
nm7,88,min,status,0
nm7,88,P1,estimate,8.87751
nm7,88,P2,estimate,17.748
nm7,88,P3,estimate,0.0645618
nm7,88,P4,estimate,3.277
nm7,88,P5,estimate,85.7314
nm7,88,P6,estimate,0.883928
nm7,88,P7,estimate,1.4235
nm7,88,P8,estimate,0.0755368
nm7,88,P9,estimate,0.165046
nm7,88,P10,estimate,0
nm7,88,P11,estimate,0.0920208
nm7,88,P12,estimate,0
nm7,88,P13,estimate,0
nm7,88,P14,estimate,0.124549
nm7,88,P1,prse,Inf
nm7,88,P2,prse,Inf
nm7,88,P3,prse,Inf
nm7,88,P4,prse,Inf
nm7,88,P5,prse,Inf
nm7,88,P6,prse,Inf
nm7,88,P7,prse,Inf
nm7,88,P8,prse,Inf
nm7,88,P9,prse,Inf
nm7,88,P10,prse,Inf
nm7,88,P11,prse,Inf
nm7,88,P12,prse,Inf
nm7,88,P13,prse,Inf
nm7,88,P14,prse,Inf
nm7,88,ofv,minimum,2304.43282104208
nm7,89,prob,text,89 phase1 2 CMT like 1004 but diff. initial on V3
nm7,89,min,status,0
nm7,89,P1,estimate,8.79795
nm7,89,P2,estimate,18.4525
nm7,89,P3,estimate,0.0634933
nm7,89,P4,estimate,3.28658
nm7,89,P5,estimate,86.2564
nm7,89,P6,estimate,1.18924
nm7,89,P7,estimate,1.06677
nm7,89,P8,estimate,0.0765847
nm7,89,P9,estimate,0.246331
nm7,89,P10,estimate,0
nm7,89,P11,estimate,0.127422
nm7,89,P12,estimate,0
nm7,89,P13,estimate,0
nm7,89,P14,estimate,0.0946106
nm7,89,P1,prse,Inf
nm7,89,P2,prse,Inf
nm7,89,P3,prse,Inf
nm7,89,P4,prse,Inf
nm7,89,P5,prse,Inf
nm7,89,P6,prse,Inf
nm7,89,P7,prse,Inf
nm7,89,P8,prse,Inf
nm7,89,P9,prse,Inf
nm7,89,P10,prse,Inf
nm7,89,P11,prse,Inf
nm7,89,P12,prse,Inf
nm7,89,P13,prse,Inf
nm7,89,P14,prse,Inf
nm7,89,ofv,minimum,2363.47684796459
nm7,90,prob,text,90 phase1 2 CMT like 1004 but diff. initial on V3
nm7,90,min,status,0
nm7,90,P1,estimate,10.6137
nm7,90,P2,estimate,25.2761
nm7,90,P3,estimate,0.0703504
nm7,90,P4,estimate,4.4068
nm7,90,P5,estimate,149.726
nm7,90,P6,estimate,0.784634
nm7,90,P7,estimate,1.43612
nm7,90,P8,estimate,0.0659659
nm7,90,P9,estimate,0.143026
nm7,90,P10,estimate,0
nm7,90,P11,estimate,0.0519748
nm7,90,P12,estimate,0
nm7,90,P13,estimate,0
nm7,90,P14,estimate,0.115026
nm7,90,P1,prse,Inf
nm7,90,P2,prse,Inf
nm7,90,P3,prse,Inf
nm7,90,P4,prse,Inf
nm7,90,P5,prse,Inf
nm7,90,P6,prse,Inf
nm7,90,P7,prse,Inf
nm7,90,P8,prse,Inf
nm7,90,P9,prse,Inf
nm7,90,P10,prse,Inf
nm7,90,P11,prse,Inf
nm7,90,P12,prse,Inf
nm7,90,P13,prse,Inf
nm7,90,P14,prse,Inf
nm7,90,ofv,minimum,2253.44865473445
nm7,91,prob,text,91 phase1 2 CMT like 1004 but diff. initial on V3
nm7,91,min,status,0
nm7,91,P1,estimate,8.01021
nm7,91,P2,estimate,24.9246
nm7,91,P3,estimate,0.0758944
nm7,91,P4,estimate,4.72535
nm7,91,P5,estimate,112.074
nm7,91,P6,estimate,0.925362
nm7,91,P7,estimate,2.32027
nm7,91,P8,estimate,0.05935
nm7,91,P9,estimate,0.251549
nm7,91,P10,estimate,0
nm7,91,P11,estimate,0.134631
nm7,91,P12,estimate,0
nm7,91,P13,estimate,0
nm7,91,P14,estimate,0.0800426
nm7,91,P1,prse,Inf
nm7,91,P2,prse,Inf
nm7,91,P3,prse,Inf
nm7,91,P4,prse,Inf
nm7,91,P5,prse,Inf
nm7,91,P6,prse,Inf
nm7,91,P7,prse,Inf
nm7,91,P8,prse,Inf
nm7,91,P9,prse,Inf
nm7,91,P10,prse,Inf
nm7,91,P11,prse,Inf
nm7,91,P12,prse,Inf
nm7,91,P13,prse,Inf
nm7,91,P14,prse,Inf
nm7,91,ofv,minimum,2621.38328226439
nm7,92,prob,text,92 phase1 2 CMT like 1004 but diff. initial on V3
nm7,92,min,status,0
nm7,92,P1,estimate,10.1842
nm7,92,P2,estimate,17.6277
nm7,92,P3,estimate,0.058566
nm7,92,P4,estimate,3.21728
nm7,92,P5,estimate,91.531
nm7,92,P6,estimate,0.798835
nm7,92,P7,estimate,1.44012
nm7,92,P8,estimate,0.0883261
nm7,92,P9,estimate,0.150781
nm7,92,P10,estimate,0
nm7,92,P11,estimate,0.15705
nm7,92,P12,estimate,0
nm7,92,P13,estimate,0
nm7,92,P14,estimate,0.129951
nm7,92,P1,prse,Inf
nm7,92,P2,prse,Inf
nm7,92,P3,prse,Inf
nm7,92,P4,prse,Inf
nm7,92,P5,prse,Inf
nm7,92,P6,prse,Inf
nm7,92,P7,prse,Inf
nm7,92,P8,prse,Inf
nm7,92,P9,prse,Inf
nm7,92,P10,prse,Inf
nm7,92,P11,prse,Inf
nm7,92,P12,prse,Inf
nm7,92,P13,prse,Inf
nm7,92,P14,prse,Inf
nm7,92,ofv,minimum,2315.83916511203
nm7,93,prob,text,93 phase1 2 CMT like 1004 but diff. initial on V3
nm7,93,min,status,0
nm7,93,P1,estimate,8.82796
nm7,93,P2,estimate,17.3461
nm7,93,P3,estimate,0.0618271
nm7,93,P4,estimate,3.22597
nm7,93,P5,estimate,85.3863
nm7,93,P6,estimate,1.14372
nm7,93,P7,estimate,1.06611
nm7,93,P8,estimate,0.0847611
nm7,93,P9,estimate,0.199559
nm7,93,P10,estimate,0
nm7,93,P11,estimate,0.123403
nm7,93,P12,estimate,0
nm7,93,P13,estimate,0
nm7,93,P14,estimate,0.110781
nm7,93,P1,prse,Inf
nm7,93,P2,prse,Inf
nm7,93,P3,prse,Inf
nm7,93,P4,prse,Inf
nm7,93,P5,prse,Inf
nm7,93,P6,prse,Inf
nm7,93,P7,prse,Inf
nm7,93,P8,prse,Inf
nm7,93,P9,prse,Inf
nm7,93,P10,prse,Inf
nm7,93,P11,prse,Inf
nm7,93,P12,prse,Inf
nm7,93,P13,prse,Inf
nm7,93,P14,prse,Inf
nm7,93,ofv,minimum,2475.07670528778
nm7,94,prob,text,94 phase1 2 CMT like 1004 but diff. initial on V3
nm7,94,min,status,0
nm7,94,P1,estimate,8.72711
nm7,94,P2,estimate,23.4708
nm7,94,P3,estimate,0.0613651
nm7,94,P4,estimate,3.35619
nm7,94,P5,estimate,90.008
nm7,94,P6,estimate,1.01148
nm7,94,P7,estimate,1.91761
nm7,94,P8,estimate,0.0718913
nm7,94,P9,estimate,0.139968
nm7,94,P10,estimate,0
nm7,94,P11,estimate,0.156912
nm7,94,P12,estimate,0
nm7,94,P13,estimate,0
nm7,94,P14,estimate,0.0808262
nm7,94,P1,prse,Inf
nm7,94,P2,prse,Inf
nm7,94,P3,prse,Inf
nm7,94,P4,prse,Inf
nm7,94,P5,prse,Inf
nm7,94,P6,prse,Inf
nm7,94,P7,prse,Inf
nm7,94,P8,prse,Inf
nm7,94,P9,prse,Inf
nm7,94,P10,prse,Inf
nm7,94,P11,prse,Inf
nm7,94,P12,prse,Inf
nm7,94,P13,prse,Inf
nm7,94,P14,prse,Inf
nm7,94,ofv,minimum,2188.25977176344
nm7,95,prob,text,95 phase1 2 CMT like 1004 but diff. initial on V3
nm7,95,min,status,0
nm7,95,P1,estimate,8.31523
nm7,95,P2,estimate,17.5231
nm7,95,P3,estimate,0.0569285
nm7,95,P4,estimate,2.75665
nm7,95,P5,estimate,98.6848
nm7,95,P6,estimate,1.18532
nm7,95,P7,estimate,1.06023
nm7,95,P8,estimate,0.075925
nm7,95,P9,estimate,0.222228
nm7,95,P10,estimate,0
nm7,95,P11,estimate,0.137008
nm7,95,P12,estimate,0
nm7,95,P13,estimate,0
nm7,95,P14,estimate,0.110647
nm7,95,P1,prse,Inf
nm7,95,P2,prse,Inf
nm7,95,P3,prse,Inf
nm7,95,P4,prse,Inf
nm7,95,P5,prse,Inf
nm7,95,P6,prse,Inf
nm7,95,P7,prse,Inf
nm7,95,P8,prse,Inf
nm7,95,P9,prse,Inf
nm7,95,P10,prse,Inf
nm7,95,P11,prse,Inf
nm7,95,P12,prse,Inf
nm7,95,P13,prse,Inf
nm7,95,P14,prse,Inf
nm7,95,ofv,minimum,2444.66803773254
nm7,96,prob,text,96 phase1 2 CMT like 1004 but diff. initial on V3
nm7,96,min,status,0
nm7,96,P1,estimate,7.94587
nm7,96,P2,estimate,22.0359
nm7,96,P3,estimate,0.066954
nm7,96,P4,estimate,3.70423
nm7,96,P5,estimate,106.358
nm7,96,P6,estimate,1.45424
nm7,96,P7,estimate,1.24729
nm7,96,P8,estimate,0.0632577
nm7,96,P9,estimate,0.241901
nm7,96,P10,estimate,0
nm7,96,P11,estimate,0.0893913
nm7,96,P12,estimate,0
nm7,96,P13,estimate,0
nm7,96,P14,estimate,0.135823
nm7,96,P1,prse,Inf
nm7,96,P2,prse,Inf
nm7,96,P3,prse,Inf
nm7,96,P4,prse,Inf
nm7,96,P5,prse,Inf
nm7,96,P6,prse,Inf
nm7,96,P7,prse,Inf
nm7,96,P8,prse,Inf
nm7,96,P9,prse,Inf
nm7,96,P10,prse,Inf
nm7,96,P11,prse,Inf
nm7,96,P12,prse,Inf
nm7,96,P13,prse,Inf
nm7,96,P14,prse,Inf
nm7,96,ofv,minimum,2544.13568106712
nm7,97,prob,text,97 phase1 2 CMT like 1004 but diff. initial on V3
nm7,97,min,status,0
nm7,97,P1,estimate,9.20651
nm7,97,P2,estimate,20.2286
nm7,97,P3,estimate,0.0648729
nm7,97,P4,estimate,3.61177
nm7,97,P5,estimate,100.852
nm7,97,P6,estimate,0.893707
nm7,97,P7,estimate,1.33994
nm7,97,P8,estimate,0.069361
nm7,97,P9,estimate,0.222998
nm7,97,P10,estimate,0
nm7,97,P11,estimate,0.134969
nm7,97,P12,estimate,0
nm7,97,P13,estimate,0
nm7,97,P14,estimate,0.128598
nm7,97,P1,prse,Inf
nm7,97,P2,prse,Inf
nm7,97,P3,prse,Inf
nm7,97,P4,prse,Inf
nm7,97,P5,prse,Inf
nm7,97,P6,prse,Inf
nm7,97,P7,prse,Inf
nm7,97,P8,prse,Inf
nm7,97,P9,prse,Inf
nm7,97,P10,prse,Inf
nm7,97,P11,prse,Inf
nm7,97,P12,prse,Inf
nm7,97,P13,prse,Inf
nm7,97,P14,prse,Inf
nm7,97,ofv,minimum,2175.49801137469
nm7,98,prob,text,98 phase1 2 CMT like 1004 but diff. initial on V3
nm7,98,min,status,0
nm7,98,P1,estimate,8.4248
nm7,98,P2,estimate,19.2538
nm7,98,P3,estimate,0.060316
nm7,98,P4,estimate,3.64048
nm7,98,P5,estimate,114.454
nm7,98,P6,estimate,0.89862
nm7,98,P7,estimate,1.7435
nm7,98,P8,estimate,0.0789849
nm7,98,P9,estimate,0.18799
nm7,98,P10,estimate,0
nm7,98,P11,estimate,0.223884
nm7,98,P12,estimate,0
nm7,98,P13,estimate,0
nm7,98,P14,estimate,0.126696
nm7,98,P1,prse,Inf
nm7,98,P2,prse,Inf
nm7,98,P3,prse,Inf
nm7,98,P4,prse,Inf
nm7,98,P5,prse,Inf
nm7,98,P6,prse,Inf
nm7,98,P7,prse,Inf
nm7,98,P8,prse,Inf
nm7,98,P9,prse,Inf
nm7,98,P10,prse,Inf
nm7,98,P11,prse,Inf
nm7,98,P12,prse,Inf
nm7,98,P13,prse,Inf
nm7,98,P14,prse,Inf
nm7,98,ofv,minimum,2303.36616657399
nm7,99,prob,text,99 phase1 2 CMT like 1004 but diff. initial on V3
nm7,99,min,status,0
nm7,99,P1,estimate,8.69547
nm7,99,P2,estimate,21.5671
nm7,99,P3,estimate,0.0604458
nm7,99,P4,estimate,3.58411
nm7,99,P5,estimate,107.668
nm7,99,P6,estimate,1.25017
nm7,99,P7,estimate,1.43756
nm7,99,P8,estimate,0.0651108
nm7,99,P9,estimate,0.245307
nm7,99,P10,estimate,0
nm7,99,P11,estimate,0.133173
nm7,99,P12,estimate,0
nm7,99,P13,estimate,0
nm7,99,P14,estimate,0.116203
nm7,99,P1,prse,Inf
nm7,99,P2,prse,Inf
nm7,99,P3,prse,Inf
nm7,99,P4,prse,Inf
nm7,99,P5,prse,Inf
nm7,99,P6,prse,Inf
nm7,99,P7,prse,Inf
nm7,99,P8,prse,Inf
nm7,99,P9,prse,Inf
nm7,99,P10,prse,Inf
nm7,99,P11,prse,Inf
nm7,99,P12,prse,Inf
nm7,99,P13,prse,Inf
nm7,99,P14,prse,Inf
nm7,99,ofv,minimum,2307.18612979805
nm7,100,prob,text,100 phase1 2 CMT like 1004 but diff. initial on V3
nm7,100,min,status,0
nm7,100,P1,estimate,8.77202
nm7,100,P2,estimate,22.5109
nm7,100,P3,estimate,0.0661118
nm7,100,P4,estimate,4.25975
nm7,100,P5,estimate,99.9593
nm7,100,P6,estimate,0.916888
nm7,100,P7,estimate,1.63059
nm7,100,P8,estimate,0.070252
nm7,100,P9,estimate,0.158238
nm7,100,P10,estimate,0
nm7,100,P11,estimate,0.117358
nm7,100,P12,estimate,0
nm7,100,P13,estimate,0
nm7,100,P14,estimate,0.115134
nm7,100,P1,prse,Inf
nm7,100,P2,prse,Inf
nm7,100,P3,prse,Inf
nm7,100,P4,prse,Inf
nm7,100,P5,prse,Inf
nm7,100,P6,prse,Inf
nm7,100,P7,prse,Inf
nm7,100,P8,prse,Inf
nm7,100,P9,prse,Inf
nm7,100,P10,prse,Inf
nm7,100,P11,prse,Inf
nm7,100,P12,prse,Inf
nm7,100,P13,prse,Inf
nm7,100,P14,prse,Inf
nm7,100,ofv,minimum,2262.20608597668
nm7,101,prob,text,101 phase1 2 CMT like 1004 but diff. initial on V3
nm7,101,min,status,0
nm7,101,P1,estimate,7.52437
nm7,101,P2,estimate,19.415
nm7,101,P3,estimate,0.0618765
nm7,101,P4,estimate,3.41644
nm7,101,P5,estimate,130.839
nm7,101,P6,estimate,1.12188
nm7,101,P7,estimate,1.58567
nm7,101,P8,estimate,0.0690094
nm7,101,P9,estimate,0.221345
nm7,101,P10,estimate,0
nm7,101,P11,estimate,0.127076
nm7,101,P12,estimate,0
nm7,101,P13,estimate,0
nm7,101,P14,estimate,0.113994
nm7,101,P1,prse,Inf
nm7,101,P2,prse,Inf
nm7,101,P3,prse,Inf
nm7,101,P4,prse,Inf
nm7,101,P5,prse,Inf
nm7,101,P6,prse,Inf
nm7,101,P7,prse,Inf
nm7,101,P8,prse,Inf
nm7,101,P9,prse,Inf
nm7,101,P10,prse,Inf
nm7,101,P11,prse,Inf
nm7,101,P12,prse,Inf
nm7,101,P13,prse,Inf
nm7,101,P14,prse,Inf
nm7,101,ofv,minimum,2500.32855409516
nm7,102,prob,text,102 phase1 2 CMT like 1004 but diff. initial on V3
nm7,102,min,status,0
nm7,102,P1,estimate,9.70459
nm7,102,P2,estimate,23.9169
nm7,102,P3,estimate,0.0620865
nm7,102,P4,estimate,3.56431
nm7,102,P5,estimate,84.3416
nm7,102,P6,estimate,1.00372
nm7,102,P7,estimate,1.32105
nm7,102,P8,estimate,0.0651989
nm7,102,P9,estimate,0.169682
nm7,102,P10,estimate,0
nm7,102,P11,estimate,0.0942409
nm7,102,P12,estimate,0
nm7,102,P13,estimate,0
nm7,102,P14,estimate,0.116564
nm7,102,P1,prse,Inf
nm7,102,P2,prse,Inf
nm7,102,P3,prse,Inf
nm7,102,P4,prse,Inf
nm7,102,P5,prse,Inf
nm7,102,P6,prse,Inf
nm7,102,P7,prse,Inf
nm7,102,P8,prse,Inf
nm7,102,P9,prse,Inf
nm7,102,P10,prse,Inf
nm7,102,P11,prse,Inf
nm7,102,P12,prse,Inf
nm7,102,P13,prse,Inf
nm7,102,P14,prse,Inf
nm7,102,ofv,minimum,2205.46608889643
nm7,103,prob,text,103 phase1 2 CMT like 1004 but diff. initial on V3
nm7,103,min,status,0
nm7,103,P1,estimate,9.57681
nm7,103,P2,estimate,21.0352
nm7,103,P3,estimate,0.0647789
nm7,103,P4,estimate,3.58607
nm7,103,P5,estimate,106.364
nm7,103,P6,estimate,0.966337
nm7,103,P7,estimate,1.69517
nm7,103,P8,estimate,0.0748572
nm7,103,P9,estimate,0.153253
nm7,103,P10,estimate,0
nm7,103,P11,estimate,0.133625
nm7,103,P12,estimate,0
nm7,103,P13,estimate,0
nm7,103,P14,estimate,0.115758
nm7,103,P1,prse,Inf
nm7,103,P2,prse,Inf
nm7,103,P3,prse,Inf
nm7,103,P4,prse,Inf
nm7,103,P5,prse,Inf
nm7,103,P6,prse,Inf
nm7,103,P7,prse,Inf
nm7,103,P8,prse,Inf
nm7,103,P9,prse,Inf
nm7,103,P10,prse,Inf
nm7,103,P11,prse,Inf
nm7,103,P12,prse,Inf
nm7,103,P13,prse,Inf
nm7,103,P14,prse,Inf
nm7,103,ofv,minimum,2767.09366325897
nm7,104,prob,text,104 phase1 2 CMT like 1004 but diff. initial on V3
nm7,104,min,status,0
nm7,104,P1,estimate,6.88876
nm7,104,P2,estimate,24.7852
nm7,104,P3,estimate,0.0752061
nm7,104,P4,estimate,4.72051
nm7,104,P5,estimate,109.444
nm7,104,P6,estimate,0.965407
nm7,104,P7,estimate,2.37491
nm7,104,P8,estimate,0.0575851
nm7,104,P9,estimate,0.147261
nm7,104,P10,estimate,0
nm7,104,P11,estimate,0.140769
nm7,104,P12,estimate,0
nm7,104,P13,estimate,0
nm7,104,P14,estimate,0.0860598
nm7,104,P1,prse,Inf
nm7,104,P2,prse,Inf
nm7,104,P3,prse,Inf
nm7,104,P4,prse,Inf
nm7,104,P5,prse,Inf
nm7,104,P6,prse,Inf
nm7,104,P7,prse,Inf
nm7,104,P8,prse,Inf
nm7,104,P9,prse,Inf
nm7,104,P10,prse,Inf
nm7,104,P11,prse,Inf
nm7,104,P12,prse,Inf
nm7,104,P13,prse,Inf
nm7,104,P14,prse,Inf
nm7,104,ofv,minimum,2477.63261967824
