"tool","run","parameter","moment","value"
"nm7","48","prob","text","48 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","48","min","status","0"
"nm7","48","ofv","estimate","2261.96764264181"
"nm7","48","OMEGA1.1","estimate","0.1604"
"nm7","48","OMEGA1.1","prse",NA
"nm7","48","OMEGA2.1","estimate","0"
"nm7","48","OMEGA2.1","prse",NA
"nm7","48","OMEGA2.2","estimate","0.0889572"
"nm7","48","OMEGA2.2","prse",NA
"nm7","48","OMEGA3.1","estimate","0"
"nm7","48","OMEGA3.1","prse",NA
"nm7","48","OMEGA3.2","estimate","0"
"nm7","48","OMEGA3.2","prse",NA
"nm7","48","OMEGA3.3","estimate","0.0854306"
"nm7","48","OMEGA3.3","prse",NA
"nm7","48","SIGMA1.1","estimate","0.0639997"
"nm7","48","SIGMA1.1","prse",NA
"nm7","48","THETA1","estimate","10.2543"
"nm7","48","THETA1","prse",NA
"nm7","48","THETA2","estimate","23.0077"
"nm7","48","THETA2","prse",NA
"nm7","48","THETA3","estimate","0.0669665"
"nm7","48","THETA3","prse",NA
"nm7","48","THETA4","estimate","3.2346"
"nm7","48","THETA4","prse",NA
"nm7","48","THETA5","estimate","96.6031"
"nm7","48","THETA5","prse",NA
"nm7","48","THETA6","estimate","1.06521"
"nm7","48","THETA6","prse",NA
"nm7","48","THETA7","estimate","0.839603"
"nm7","48","THETA7","prse",NA
"nm7","49","prob","text","49 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","49","min","status","0"
"nm7","49","ofv","estimate","2405.15642708494"
"nm7","49","OMEGA1.1","estimate","0.201292"
"nm7","49","OMEGA1.1","prse",NA
"nm7","49","OMEGA2.1","estimate","0"
"nm7","49","OMEGA2.1","prse",NA
"nm7","49","OMEGA2.2","estimate","0.12644"
"nm7","49","OMEGA2.2","prse",NA
"nm7","49","OMEGA3.1","estimate","0"
"nm7","49","OMEGA3.1","prse",NA
"nm7","49","OMEGA3.2","estimate","0"
"nm7","49","OMEGA3.2","prse",NA
"nm7","49","OMEGA3.3","estimate","0.134752"
"nm7","49","OMEGA3.3","prse",NA
"nm7","49","SIGMA1.1","estimate","0.0768646"
"nm7","49","SIGMA1.1","prse",NA
"nm7","49","THETA1","estimate","9.77574"
"nm7","49","THETA1","prse",NA
"nm7","49","THETA2","estimate","21.0187"
"nm7","49","THETA2","prse",NA
"nm7","49","THETA3","estimate","0.0648358"
"nm7","49","THETA3","prse",NA
"nm7","49","THETA4","estimate","4.04961"
"nm7","49","THETA4","prse",NA
"nm7","49","THETA5","estimate","109.062"
"nm7","49","THETA5","prse",NA
"nm7","49","THETA6","estimate","0.94571"
"nm7","49","THETA6","prse",NA
"nm7","49","THETA7","estimate","1.40946"
"nm7","49","THETA7","prse",NA
"nm7","50","prob","text","50 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","50","min","status","0"
"nm7","50","ofv","estimate","2409.31896849557"
"nm7","50","OMEGA1.1","estimate","0.218857"
"nm7","50","OMEGA1.1","prse",NA
"nm7","50","OMEGA2.1","estimate","0"
"nm7","50","OMEGA2.1","prse",NA
"nm7","50","OMEGA2.2","estimate","0.0887347"
"nm7","50","OMEGA2.2","prse",NA
"nm7","50","OMEGA3.1","estimate","0"
"nm7","50","OMEGA3.1","prse",NA
"nm7","50","OMEGA3.2","estimate","0"
"nm7","50","OMEGA3.2","prse",NA
"nm7","50","OMEGA3.3","estimate","0.113885"
"nm7","50","OMEGA3.3","prse",NA
"nm7","50","SIGMA1.1","estimate","0.0663915"
"nm7","50","SIGMA1.1","prse",NA
"nm7","50","THETA1","estimate","9.52331"
"nm7","50","THETA1","prse",NA
"nm7","50","THETA2","estimate","23.6052"
"nm7","50","THETA2","prse",NA
"nm7","50","THETA3","estimate","0.0745122"
"nm7","50","THETA3","prse",NA
"nm7","50","THETA4","estimate","4.01694"
"nm7","50","THETA4","prse",NA
"nm7","50","THETA5","estimate","100.363"
"nm7","50","THETA5","prse",NA
"nm7","50","THETA6","estimate","1.07771"
"nm7","50","THETA6","prse",NA
"nm7","50","THETA7","estimate","0.757828"
"nm7","50","THETA7","prse",NA
"nm7","51","prob","text","51 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","51","min","status","0"
"nm7","51","ofv","estimate","1958.81422704117"
"nm7","51","OMEGA1.1","estimate","0.118826"
"nm7","51","OMEGA1.1","prse",NA
"nm7","51","OMEGA2.1","estimate","0"
"nm7","51","OMEGA2.1","prse",NA
"nm7","51","OMEGA2.2","estimate","0.146418"
"nm7","51","OMEGA2.2","prse",NA
"nm7","51","OMEGA3.1","estimate","0"
"nm7","51","OMEGA3.1","prse",NA
"nm7","51","OMEGA3.2","estimate","0"
"nm7","51","OMEGA3.2","prse",NA
"nm7","51","OMEGA3.3","estimate","0.13897"
"nm7","51","OMEGA3.3","prse",NA
"nm7","51","SIGMA1.1","estimate","0.0741345"
"nm7","51","SIGMA1.1","prse",NA
"nm7","51","THETA1","estimate","9.69913"
"nm7","51","THETA1","prse",NA
"nm7","51","THETA2","estimate","20.8077"
"nm7","51","THETA2","prse",NA
"nm7","51","THETA3","estimate","0.0628227"
"nm7","51","THETA3","prse",NA
"nm7","51","THETA4","estimate","3.70902"
"nm7","51","THETA4","prse",NA
"nm7","51","THETA5","estimate","100.891"
"nm7","51","THETA5","prse",NA
"nm7","51","THETA6","estimate","0.979911"
"nm7","51","THETA6","prse",NA
"nm7","51","THETA7","estimate","1.1719"
"nm7","51","THETA7","prse",NA
"nm7","52","prob","text","52 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","52","min","status","0"
"nm7","52","ofv","estimate","2313.4236273175"
"nm7","52","OMEGA1.1","estimate","0.14901"
"nm7","52","OMEGA1.1","prse",NA
"nm7","52","OMEGA2.1","estimate","0"
"nm7","52","OMEGA2.1","prse",NA
"nm7","52","OMEGA2.2","estimate","0.110866"
"nm7","52","OMEGA2.2","prse",NA
"nm7","52","OMEGA3.1","estimate","0"
"nm7","52","OMEGA3.1","prse",NA
"nm7","52","OMEGA3.2","estimate","0"
"nm7","52","OMEGA3.2","prse",NA
"nm7","52","OMEGA3.3","estimate","0.0812411"
"nm7","52","OMEGA3.3","prse",NA
"nm7","52","SIGMA1.1","estimate","0.0691021"
"nm7","52","SIGMA1.1","prse",NA
"nm7","52","THETA1","estimate","8.28116"
"nm7","52","THETA1","prse",NA
"nm7","52","THETA2","estimate","22.8579"
"nm7","52","THETA2","prse",NA
"nm7","52","THETA3","estimate","0.0688092"
"nm7","52","THETA3","prse",NA
"nm7","52","THETA4","estimate","4.05818"
"nm7","52","THETA4","prse",NA
"nm7","52","THETA5","estimate","102.58"
"nm7","52","THETA5","prse",NA
"nm7","52","THETA6","estimate","1.03021"
"nm7","52","THETA6","prse",NA
"nm7","52","THETA7","estimate","1.64243"
"nm7","52","THETA7","prse",NA
"nm7","53","prob","text","53 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","53","min","status","0"
"nm7","53","ofv","estimate","2417.85792112925"
"nm7","53","OMEGA1.1","estimate","0.219159"
"nm7","53","OMEGA1.1","prse",NA
"nm7","53","OMEGA2.1","estimate","0"
"nm7","53","OMEGA2.1","prse",NA
"nm7","53","OMEGA2.2","estimate","0.122136"
"nm7","53","OMEGA2.2","prse",NA
"nm7","53","OMEGA3.1","estimate","0"
"nm7","53","OMEGA3.1","prse",NA
"nm7","53","OMEGA3.2","estimate","0"
"nm7","53","OMEGA3.2","prse",NA
"nm7","53","OMEGA3.3","estimate","0.135704"
"nm7","53","OMEGA3.3","prse",NA
"nm7","53","SIGMA1.1","estimate","0.0630375"
"nm7","53","SIGMA1.1","prse",NA
"nm7","53","THETA1","estimate","9.32578"
"nm7","53","THETA1","prse",NA
"nm7","53","THETA2","estimate","20.6964"
"nm7","53","THETA2","prse",NA
"nm7","53","THETA3","estimate","0.0724301"
"nm7","53","THETA3","prse",NA
"nm7","53","THETA4","estimate","3.8671"
"nm7","53","THETA4","prse",NA
"nm7","53","THETA5","estimate","92.1529"
"nm7","53","THETA5","prse",NA
"nm7","53","THETA6","estimate","1.07782"
"nm7","53","THETA6","prse",NA
"nm7","53","THETA7","estimate","0.627803"
"nm7","53","THETA7","prse",NA
"nm7","54","prob","text","54 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","54","min","status","0"
"nm7","54","ofv","estimate","2269.60765192315"
"nm7","54","OMEGA1.1","estimate","0.185906"
"nm7","54","OMEGA1.1","prse",NA
"nm7","54","OMEGA2.1","estimate","0"
"nm7","54","OMEGA2.1","prse",NA
"nm7","54","OMEGA2.2","estimate","0.0817148"
"nm7","54","OMEGA2.2","prse",NA
"nm7","54","OMEGA3.1","estimate","0"
"nm7","54","OMEGA3.1","prse",NA
"nm7","54","OMEGA3.2","estimate","0"
"nm7","54","OMEGA3.2","prse",NA
"nm7","54","OMEGA3.3","estimate","0.153438"
"nm7","54","OMEGA3.3","prse",NA
"nm7","54","SIGMA1.1","estimate","0.0700486"
"nm7","54","SIGMA1.1","prse",NA
"nm7","54","THETA1","estimate","8.84823"
"nm7","54","THETA1","prse",NA
"nm7","54","THETA2","estimate","22.7637"
"nm7","54","THETA2","prse",NA
"nm7","54","THETA3","estimate","0.0631174"
"nm7","54","THETA3","prse",NA
"nm7","54","THETA4","estimate","3.69021"
"nm7","54","THETA4","prse",NA
"nm7","54","THETA5","estimate","112.241"
"nm7","54","THETA5","prse",NA
"nm7","54","THETA6","estimate","1.38903"
"nm7","54","THETA6","prse",NA
"nm7","54","THETA7","estimate","0.756805"
"nm7","54","THETA7","prse",NA
"nm7","55","prob","text","55 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","55","min","status","0"
"nm7","55","ofv","estimate","2254.21448920006"
"nm7","55","OMEGA1.1","estimate","0.188621"
"nm7","55","OMEGA1.1","prse",NA
"nm7","55","OMEGA2.1","estimate","0"
"nm7","55","OMEGA2.1","prse",NA
"nm7","55","OMEGA2.2","estimate","0.145285"
"nm7","55","OMEGA2.2","prse",NA
"nm7","55","OMEGA3.1","estimate","0"
"nm7","55","OMEGA3.1","prse",NA
"nm7","55","OMEGA3.2","estimate","0"
"nm7","55","OMEGA3.2","prse",NA
"nm7","55","OMEGA3.3","estimate","0.105756"
"nm7","55","OMEGA3.3","prse",NA
"nm7","55","SIGMA1.1","estimate","0.068484"
"nm7","55","SIGMA1.1","prse",NA
"nm7","55","THETA1","estimate","8.77648"
"nm7","55","THETA1","prse",NA
"nm7","55","THETA2","estimate","20.0371"
"nm7","55","THETA2","prse",NA
"nm7","55","THETA3","estimate","0.0641504"
"nm7","55","THETA3","prse",NA
"nm7","55","THETA4","estimate","3.59542"
"nm7","55","THETA4","prse",NA
"nm7","55","THETA5","estimate","129.627"
"nm7","55","THETA5","prse",NA
"nm7","55","THETA6","estimate","0.979844"
"nm7","55","THETA6","prse",NA
"nm7","55","THETA7","estimate","1.4081"
"nm7","55","THETA7","prse",NA
"nm7","56","prob","text","56 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","56","min","status","0"
"nm7","56","ofv","estimate","2638.47748125731"
"nm7","56","OMEGA1.1","estimate","0.233153"
"nm7","56","OMEGA1.1","prse",NA
"nm7","56","OMEGA2.1","estimate","0"
"nm7","56","OMEGA2.1","prse",NA
"nm7","56","OMEGA2.2","estimate","0.134771"
"nm7","56","OMEGA2.2","prse",NA
"nm7","56","OMEGA3.1","estimate","0"
"nm7","56","OMEGA3.1","prse",NA
"nm7","56","OMEGA3.2","estimate","0"
"nm7","56","OMEGA3.2","prse",NA
"nm7","56","OMEGA3.3","estimate","0.0925743"
"nm7","56","OMEGA3.3","prse",NA
"nm7","56","SIGMA1.1","estimate","0.0684505"
"nm7","56","SIGMA1.1","prse",NA
"nm7","56","THETA1","estimate","9.14938"
"nm7","56","THETA1","prse",NA
"nm7","56","THETA2","estimate","21.178"
"nm7","56","THETA2","prse",NA
"nm7","56","THETA3","estimate","0.0700199"
"nm7","56","THETA3","prse",NA
"nm7","56","THETA4","estimate","3.63611"
"nm7","56","THETA4","prse",NA
"nm7","56","THETA5","estimate","126.49"
"nm7","56","THETA5","prse",NA
"nm7","56","THETA6","estimate","0.983119"
"nm7","56","THETA6","prse",NA
"nm7","56","THETA7","estimate","1.59045"
"nm7","56","THETA7","prse",NA
"nm7","57","prob","text","57 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","57","min","status","0"
"nm7","57","ofv","estimate","2348.26002525561"
"nm7","57","OMEGA1.1","estimate","0.300955"
"nm7","57","OMEGA1.1","prse",NA
"nm7","57","OMEGA2.1","estimate","0"
"nm7","57","OMEGA2.1","prse",NA
"nm7","57","OMEGA2.2","estimate","0.0521677"
"nm7","57","OMEGA2.2","prse",NA
"nm7","57","OMEGA3.1","estimate","0"
"nm7","57","OMEGA3.1","prse",NA
"nm7","57","OMEGA3.2","estimate","0"
"nm7","57","OMEGA3.2","prse",NA
"nm7","57","OMEGA3.3","estimate","0.093505"
"nm7","57","OMEGA3.3","prse",NA
"nm7","57","SIGMA1.1","estimate","0.0739409"
"nm7","57","SIGMA1.1","prse",NA
"nm7","57","THETA1","estimate","7.90381"
"nm7","57","THETA1","prse",NA
"nm7","57","THETA2","estimate","28.295"
"nm7","57","THETA2","prse",NA
"nm7","57","THETA3","estimate","0.0735894"
"nm7","57","THETA3","prse",NA
"nm7","57","THETA4","estimate","5.90649"
"nm7","57","THETA4","prse",NA
"nm7","57","THETA5","estimate","150.133"
"nm7","57","THETA5","prse",NA
"nm7","57","THETA6","estimate","0.995922"
"nm7","57","THETA6","prse",NA
"nm7","57","THETA7","estimate","2.9775"
"nm7","57","THETA7","prse",NA
"nm7","58","prob","text","58 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","58","min","status","0"
"nm7","58","ofv","estimate","2124.01902061883"
"nm7","58","OMEGA1.1","estimate","0.197011"
"nm7","58","OMEGA1.1","prse",NA
"nm7","58","OMEGA2.1","estimate","0"
"nm7","58","OMEGA2.1","prse",NA
"nm7","58","OMEGA2.2","estimate","0.236608"
"nm7","58","OMEGA2.2","prse",NA
"nm7","58","OMEGA3.1","estimate","0"
"nm7","58","OMEGA3.1","prse",NA
"nm7","58","OMEGA3.2","estimate","0"
"nm7","58","OMEGA3.2","prse",NA
"nm7","58","OMEGA3.3","estimate","0.100233"
"nm7","58","OMEGA3.3","prse",NA
"nm7","58","SIGMA1.1","estimate","0.0748878"
"nm7","58","SIGMA1.1","prse",NA
"nm7","58","THETA1","estimate","7.35032"
"nm7","58","THETA1","prse",NA
"nm7","58","THETA2","estimate","19.4958"
"nm7","58","THETA2","prse",NA
"nm7","58","THETA3","estimate","0.0608604"
"nm7","58","THETA3","prse",NA
"nm7","58","THETA4","estimate","3.17671"
"nm7","58","THETA4","prse",NA
"nm7","58","THETA5","estimate","90.0743"
"nm7","58","THETA5","prse",NA
"nm7","58","THETA6","estimate","1.10943"
"nm7","58","THETA6","prse",NA
"nm7","58","THETA7","estimate","1.82094"
"nm7","58","THETA7","prse",NA
"nm7","59","prob","text","59 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","59","min","status","0"
"nm7","59","ofv","estimate","2132.30948761506"
"nm7","59","OMEGA1.1","estimate","0.261088"
"nm7","59","OMEGA1.1","prse",NA
"nm7","59","OMEGA2.1","estimate","0"
"nm7","59","OMEGA2.1","prse",NA
"nm7","59","OMEGA2.2","estimate","0.0604515"
"nm7","59","OMEGA2.2","prse",NA
"nm7","59","OMEGA3.1","estimate","0"
"nm7","59","OMEGA3.1","prse",NA
"nm7","59","OMEGA3.2","estimate","0"
"nm7","59","OMEGA3.2","prse",NA
"nm7","59","OMEGA3.3","estimate","0.0991569"
"nm7","59","OMEGA3.3","prse",NA
"nm7","59","SIGMA1.1","estimate","0.0540826"
"nm7","59","SIGMA1.1","prse",NA
"nm7","59","THETA1","estimate","9.13345"
"nm7","59","THETA1","prse",NA
"nm7","59","THETA2","estimate","25.9616"
"nm7","59","THETA2","prse",NA
"nm7","59","THETA3","estimate","0.0735299"
"nm7","59","THETA3","prse",NA
"nm7","59","THETA4","estimate","4.63315"
"nm7","59","THETA4","prse",NA
"nm7","59","THETA5","estimate","101.126"
"nm7","59","THETA5","prse",NA
"nm7","59","THETA6","estimate","0.989456"
"nm7","59","THETA6","prse",NA
"nm7","59","THETA7","estimate","1.60849"
"nm7","59","THETA7","prse",NA
"nm7","60","prob","text","60 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","60","min","status","0"
"nm7","60","ofv","estimate","2570.94401253271"
"nm7","60","OMEGA1.1","estimate","0.149295"
"nm7","60","OMEGA1.1","prse",NA
"nm7","60","OMEGA2.1","estimate","0"
"nm7","60","OMEGA2.1","prse",NA
"nm7","60","OMEGA2.2","estimate","0.103021"
"nm7","60","OMEGA2.2","prse",NA
"nm7","60","OMEGA3.1","estimate","0"
"nm7","60","OMEGA3.1","prse",NA
"nm7","60","OMEGA3.2","estimate","0"
"nm7","60","OMEGA3.2","prse",NA
"nm7","60","OMEGA3.3","estimate","0.115241"
"nm7","60","OMEGA3.3","prse",NA
"nm7","60","SIGMA1.1","estimate","0.0730885"
"nm7","60","SIGMA1.1","prse",NA
"nm7","60","THETA1","estimate","8.60673"
"nm7","60","THETA1","prse",NA
"nm7","60","THETA2","estimate","21.4383"
"nm7","60","THETA2","prse",NA
"nm7","60","THETA3","estimate","0.0709915"
"nm7","60","THETA3","prse",NA
"nm7","60","THETA4","estimate","3.79301"
"nm7","60","THETA4","prse",NA
"nm7","60","THETA5","estimate","115.476"
"nm7","60","THETA5","prse",NA
"nm7","60","THETA6","estimate","1.25694"
"nm7","60","THETA6","prse",NA
"nm7","60","THETA7","estimate","1.03564"
"nm7","60","THETA7","prse",NA
"nm7","61","prob","text","61 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","61","min","status","0"
"nm7","61","ofv","estimate","2064.05492588827"
"nm7","61","OMEGA1.1","estimate","0.124279"
"nm7","61","OMEGA1.1","prse",NA
"nm7","61","OMEGA2.1","estimate","0"
"nm7","61","OMEGA2.1","prse",NA
"nm7","61","OMEGA2.2","estimate","0.111862"
"nm7","61","OMEGA2.2","prse",NA
"nm7","61","OMEGA3.1","estimate","0"
"nm7","61","OMEGA3.1","prse",NA
"nm7","61","OMEGA3.2","estimate","0"
"nm7","61","OMEGA3.2","prse",NA
"nm7","61","OMEGA3.3","estimate","0.124673"
"nm7","61","OMEGA3.3","prse",NA
"nm7","61","SIGMA1.1","estimate","0.0744459"
"nm7","61","SIGMA1.1","prse",NA
"nm7","61","THETA1","estimate","7.60697"
"nm7","61","THETA1","prse",NA
"nm7","61","THETA2","estimate","19.4828"
"nm7","61","THETA2","prse",NA
"nm7","61","THETA3","estimate","0.0659206"
"nm7","61","THETA3","prse",NA
"nm7","61","THETA4","estimate","3.78918"
"nm7","61","THETA4","prse",NA
"nm7","61","THETA5","estimate","87.426"
"nm7","61","THETA5","prse",NA
"nm7","61","THETA6","estimate","0.971589"
"nm7","61","THETA6","prse",NA
"nm7","61","THETA7","estimate","1.96292"
"nm7","61","THETA7","prse",NA
"nm7","62","prob","text","62 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","62","min","status","0"
"nm7","62","ofv","estimate","2511.16410348417"
"nm7","62","OMEGA1.1","estimate","0.163055"
"nm7","62","OMEGA1.1","prse",NA
"nm7","62","OMEGA2.1","estimate","0"
"nm7","62","OMEGA2.1","prse",NA
"nm7","62","OMEGA2.2","estimate","0.186923"
"nm7","62","OMEGA2.2","prse",NA
"nm7","62","OMEGA3.1","estimate","0"
"nm7","62","OMEGA3.1","prse",NA
"nm7","62","OMEGA3.2","estimate","0"
"nm7","62","OMEGA3.2","prse",NA
"nm7","62","OMEGA3.3","estimate","0.13389"
"nm7","62","OMEGA3.3","prse",NA
"nm7","62","SIGMA1.1","estimate","0.0665774"
"nm7","62","SIGMA1.1","prse",NA
"nm7","62","THETA1","estimate","9.73418"
"nm7","62","THETA1","prse",NA
"nm7","62","THETA2","estimate","22.5274"
"nm7","62","THETA2","prse",NA
"nm7","62","THETA3","estimate","0.0713153"
"nm7","62","THETA3","prse",NA
"nm7","62","THETA4","estimate","4.04011"
"nm7","62","THETA4","prse",NA
"nm7","62","THETA5","estimate","96.4114"
"nm7","62","THETA5","prse",NA
"nm7","62","THETA6","estimate","0.863512"
"nm7","62","THETA6","prse",NA
"nm7","62","THETA7","estimate","1.6681"
"nm7","62","THETA7","prse",NA
"nm7","63","prob","text","63 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","63","min","status","0"
"nm7","63","ofv","estimate","2624.02393778853"
"nm7","63","OMEGA1.1","estimate","0.211595"
"nm7","63","OMEGA1.1","prse",NA
"nm7","63","OMEGA2.1","estimate","0"
"nm7","63","OMEGA2.1","prse",NA
"nm7","63","OMEGA2.2","estimate","0.0910259"
"nm7","63","OMEGA2.2","prse",NA
"nm7","63","OMEGA3.1","estimate","0"
"nm7","63","OMEGA3.1","prse",NA
"nm7","63","OMEGA3.2","estimate","0"
"nm7","63","OMEGA3.2","prse",NA
"nm7","63","OMEGA3.3","estimate","0.138996"
"nm7","63","OMEGA3.3","prse",NA
"nm7","63","SIGMA1.1","estimate","0.0585465"
"nm7","63","SIGMA1.1","prse",NA
"nm7","63","THETA1","estimate","7.79326"
"nm7","63","THETA1","prse",NA
"nm7","63","THETA2","estimate","25.1886"
"nm7","63","THETA2","prse",NA
"nm7","63","THETA3","estimate","0.0721956"
"nm7","63","THETA3","prse",NA
"nm7","63","THETA4","estimate","4.26213"
"nm7","63","THETA4","prse",NA
"nm7","63","THETA5","estimate","134.604"
"nm7","63","THETA5","prse",NA
"nm7","63","THETA6","estimate","1.03972"
"nm7","63","THETA6","prse",NA
"nm7","63","THETA7","estimate","1.72895"
"nm7","63","THETA7","prse",NA
"nm7","64","prob","text","64 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","64","min","status","0"
"nm7","64","ofv","estimate","2798.75287138921"
"nm7","64","OMEGA1.1","estimate","0.251388"
"nm7","64","OMEGA1.1","prse",NA
"nm7","64","OMEGA2.1","estimate","0"
"nm7","64","OMEGA2.1","prse",NA
"nm7","64","OMEGA2.2","estimate","0.180786"
"nm7","64","OMEGA2.2","prse",NA
"nm7","64","OMEGA3.1","estimate","0"
"nm7","64","OMEGA3.1","prse",NA
"nm7","64","OMEGA3.2","estimate","0"
"nm7","64","OMEGA3.2","prse",NA
"nm7","64","OMEGA3.3","estimate","0.0853474"
"nm7","64","OMEGA3.3","prse",NA
"nm7","64","SIGMA1.1","estimate","0.0548576"
"nm7","64","SIGMA1.1","prse",NA
"nm7","64","THETA1","estimate","8.32663"
"nm7","64","THETA1","prse",NA
"nm7","64","THETA2","estimate","21.7607"
"nm7","64","THETA2","prse",NA
"nm7","64","THETA3","estimate","0.06904"
"nm7","64","THETA3","prse",NA
"nm7","64","THETA4","estimate","3.80919"
"nm7","64","THETA4","prse",NA
"nm7","64","THETA5","estimate","130.384"
"nm7","64","THETA5","prse",NA
"nm7","64","THETA6","estimate","0.976343"
"nm7","64","THETA6","prse",NA
"nm7","64","THETA7","estimate","1.83928"
"nm7","64","THETA7","prse",NA
"nm7","65","prob","text","65 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","65","min","status","0"
"nm7","65","ofv","estimate","2715.92904944946"
"nm7","65","OMEGA1.1","estimate","0.0786497"
"nm7","65","OMEGA1.1","prse",NA
"nm7","65","OMEGA2.1","estimate","0"
"nm7","65","OMEGA2.1","prse",NA
"nm7","65","OMEGA2.2","estimate","0.167576"
"nm7","65","OMEGA2.2","prse",NA
"nm7","65","OMEGA3.1","estimate","0"
"nm7","65","OMEGA3.1","prse",NA
"nm7","65","OMEGA3.2","estimate","0"
"nm7","65","OMEGA3.2","prse",NA
"nm7","65","OMEGA3.3","estimate","0.157569"
"nm7","65","OMEGA3.3","prse",NA
"nm7","65","SIGMA1.1","estimate","0.0698574"
"nm7","65","SIGMA1.1","prse",NA
"nm7","65","THETA1","estimate","9.89128"
"nm7","65","THETA1","prse",NA
"nm7","65","THETA2","estimate","21.8042"
"nm7","65","THETA2","prse",NA
"nm7","65","THETA3","estimate","0.0730713"
"nm7","65","THETA3","prse",NA
"nm7","65","THETA4","estimate","4.26456"
"nm7","65","THETA4","prse",NA
"nm7","65","THETA5","estimate","90.8868"
"nm7","65","THETA5","prse",NA
"nm7","65","THETA6","estimate","0.837017"
"nm7","65","THETA6","prse",NA
"nm7","65","THETA7","estimate","1.68655"
"nm7","65","THETA7","prse",NA
"nm7","66","prob","text","66 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","66","min","status","0"
"nm7","66","ofv","estimate","2680.94775563069"
"nm7","66","OMEGA1.1","estimate","0.281097"
"nm7","66","OMEGA1.1","prse",NA
"nm7","66","OMEGA2.1","estimate","0"
"nm7","66","OMEGA2.1","prse",NA
"nm7","66","OMEGA2.2","estimate","0.119636"
"nm7","66","OMEGA2.2","prse",NA
"nm7","66","OMEGA3.1","estimate","0"
"nm7","66","OMEGA3.1","prse",NA
"nm7","66","OMEGA3.2","estimate","0"
"nm7","66","OMEGA3.2","prse",NA
"nm7","66","OMEGA3.3","estimate","0.0831568"
"nm7","66","OMEGA3.3","prse",NA
"nm7","66","SIGMA1.1","estimate","0.0623286"
"nm7","66","SIGMA1.1","prse",NA
"nm7","66","THETA1","estimate","8.31504"
"nm7","66","THETA1","prse",NA
"nm7","66","THETA2","estimate","22.0929"
"nm7","66","THETA2","prse",NA
"nm7","66","THETA3","estimate","0.0710791"
"nm7","66","THETA3","prse",NA
"nm7","66","THETA4","estimate","3.78368"
"nm7","66","THETA4","prse",NA
"nm7","66","THETA5","estimate","134.841"
"nm7","66","THETA5","prse",NA
"nm7","66","THETA6","estimate","1.24375"
"nm7","66","THETA6","prse",NA
"nm7","66","THETA7","estimate","1.83444"
"nm7","66","THETA7","prse",NA
"nm7","67","prob","text","67 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","67","min","status","0"
"nm7","67","ofv","estimate","2242.17647097125"
"nm7","67","OMEGA1.1","estimate","0.148645"
"nm7","67","OMEGA1.1","prse",NA
"nm7","67","OMEGA2.1","estimate","0"
"nm7","67","OMEGA2.1","prse",NA
"nm7","67","OMEGA2.2","estimate","0.166891"
"nm7","67","OMEGA2.2","prse",NA
"nm7","67","OMEGA3.1","estimate","0"
"nm7","67","OMEGA3.1","prse",NA
"nm7","67","OMEGA3.2","estimate","0"
"nm7","67","OMEGA3.2","prse",NA
"nm7","67","OMEGA3.3","estimate","0.103461"
"nm7","67","OMEGA3.3","prse",NA
"nm7","67","SIGMA1.1","estimate","0.0788676"
"nm7","67","SIGMA1.1","prse",NA
"nm7","67","THETA1","estimate","9.57254"
"nm7","67","THETA1","prse",NA
"nm7","67","THETA2","estimate","23.8486"
"nm7","67","THETA2","prse",NA
"nm7","67","THETA3","estimate","0.068015"
"nm7","67","THETA3","prse",NA
"nm7","67","THETA4","estimate","5.21118"
"nm7","67","THETA4","prse",NA
"nm7","67","THETA5","estimate","126.067"
"nm7","67","THETA5","prse",NA
"nm7","67","THETA6","estimate","0.958689"
"nm7","67","THETA6","prse",NA
"nm7","67","THETA7","estimate","1.48174"
"nm7","67","THETA7","prse",NA
"nm7","68","prob","text","68 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","68","min","status","0"
"nm7","68","ofv","estimate","2106.80872607518"
"nm7","68","OMEGA1.1","estimate","0.111617"
"nm7","68","OMEGA1.1","prse",NA
"nm7","68","OMEGA2.1","estimate","0"
"nm7","68","OMEGA2.1","prse",NA
"nm7","68","OMEGA2.2","estimate","0.127003"
"nm7","68","OMEGA2.2","prse",NA
"nm7","68","OMEGA3.1","estimate","0"
"nm7","68","OMEGA3.1","prse",NA
