"tool","run","parameter","moment","value"
"nm7","253","OMEGA2.2","prse",NA
"nm7","253","OMEGA3.1","estimate","0"
"nm7","253","OMEGA3.1","prse",NA
"nm7","253","OMEGA3.2","estimate","0"
"nm7","253","OMEGA3.2","prse",NA
"nm7","253","OMEGA3.3","estimate","0.107298"
"nm7","253","OMEGA3.3","prse",NA
"nm7","253","SIGMA1.1","estimate","0.0744266"
"nm7","253","SIGMA1.1","prse",NA
"nm7","253","THETA1","estimate","9.49272"
"nm7","253","THETA1","prse",NA
"nm7","253","THETA2","estimate","19.9477"
"nm7","253","THETA2","prse",NA
"nm7","253","THETA3","estimate","0.057682"
"nm7","253","THETA3","prse",NA
"nm7","253","THETA4","estimate","3.02841"
"nm7","253","THETA4","prse",NA
"nm7","253","THETA5","estimate","101.098"
"nm7","253","THETA5","prse",NA
"nm7","253","THETA6","estimate","0.814494"
"nm7","253","THETA6","prse",NA
"nm7","253","THETA7","estimate","1.47941"
"nm7","253","THETA7","prse",NA
"nm7","254","prob","text","254 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","254","min","status","0"
"nm7","254","ofv","estimate","2423.05677131829"
"nm7","254","OMEGA1.1","estimate","0.0856274"
"nm7","254","OMEGA1.1","prse",NA
"nm7","254","OMEGA2.1","estimate","0"
"nm7","254","OMEGA2.1","prse",NA
"nm7","254","OMEGA2.2","estimate","0.0710156"
"nm7","254","OMEGA2.2","prse",NA
"nm7","254","OMEGA3.1","estimate","0"
"nm7","254","OMEGA3.1","prse",NA
"nm7","254","OMEGA3.2","estimate","0"
"nm7","254","OMEGA3.2","prse",NA
"nm7","254","OMEGA3.3","estimate","0.144785"
"nm7","254","OMEGA3.3","prse",NA
"nm7","254","SIGMA1.1","estimate","0.0546249"
"nm7","254","SIGMA1.1","prse",NA
"nm7","254","THETA1","estimate","9.1568"
"nm7","254","THETA1","prse",NA
"nm7","254","THETA2","estimate","23.4002"
"nm7","254","THETA2","prse",NA
"nm7","254","THETA3","estimate","0.0805668"
"nm7","254","THETA3","prse",NA
"nm7","254","THETA4","estimate","4.74153"
"nm7","254","THETA4","prse",NA
"nm7","254","THETA5","estimate","97.2616"
"nm7","254","THETA5","prse",NA
"nm7","254","THETA6","estimate","0.920091"
"nm7","254","THETA6","prse",NA
"nm7","254","THETA7","estimate","0.767934"
"nm7","254","THETA7","prse",NA
"nm7","255","prob","text","255 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","255","min","status","0"
"nm7","255","ofv","estimate","2270.56175796648"
"nm7","255","OMEGA1.1","estimate","0.156812"
"nm7","255","OMEGA1.1","prse",NA
"nm7","255","OMEGA2.1","estimate","0"
"nm7","255","OMEGA2.1","prse",NA
"nm7","255","OMEGA2.2","estimate","0.125804"
"nm7","255","OMEGA2.2","prse",NA
"nm7","255","OMEGA3.1","estimate","0"
"nm7","255","OMEGA3.1","prse",NA
"nm7","255","OMEGA3.2","estimate","0"
"nm7","255","OMEGA3.2","prse",NA
"nm7","255","OMEGA3.3","estimate","0.102687"
"nm7","255","OMEGA3.3","prse",NA
"nm7","255","SIGMA1.1","estimate","0.0690209"
"nm7","255","SIGMA1.1","prse",NA
"nm7","255","THETA1","estimate","8.42281"
"nm7","255","THETA1","prse",NA
"nm7","255","THETA2","estimate","21.6124"
"nm7","255","THETA2","prse",NA
"nm7","255","THETA3","estimate","0.0714003"
"nm7","255","THETA3","prse",NA
"nm7","255","THETA4","estimate","3.78272"
"nm7","255","THETA4","prse",NA
"nm7","255","THETA5","estimate","109.775"
"nm7","255","THETA5","prse",NA
"nm7","255","THETA6","estimate","0.939841"
"nm7","255","THETA6","prse",NA
"nm7","255","THETA7","estimate","1.76577"
"nm7","255","THETA7","prse",NA
"nm7","256","prob","text","256 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","256","min","status","0"
"nm7","256","ofv","estimate","2161.05027004837"
"nm7","256","OMEGA1.1","estimate","0.189956"
"nm7","256","OMEGA1.1","prse",NA
"nm7","256","OMEGA2.1","estimate","0"
"nm7","256","OMEGA2.1","prse",NA
"nm7","256","OMEGA2.2","estimate","0.0966287"
"nm7","256","OMEGA2.2","prse",NA
"nm7","256","OMEGA3.1","estimate","0"
"nm7","256","OMEGA3.1","prse",NA
"nm7","256","OMEGA3.2","estimate","0"
"nm7","256","OMEGA3.2","prse",NA
"nm7","256","OMEGA3.3","estimate","0.105171"
"nm7","256","OMEGA3.3","prse",NA
"nm7","256","SIGMA1.1","estimate","0.0724407"
"nm7","256","SIGMA1.1","prse",NA
"nm7","256","THETA1","estimate","8.24058"
"nm7","256","THETA1","prse",NA
"nm7","256","THETA2","estimate","20.6895"
"nm7","256","THETA2","prse",NA
"nm7","256","THETA3","estimate","0.0695472"
"nm7","256","THETA3","prse",NA
"nm7","256","THETA4","estimate","3.81431"
"nm7","256","THETA4","prse",NA
"nm7","256","THETA5","estimate","99.7787"
"nm7","256","THETA5","prse",NA
"nm7","256","THETA6","estimate","1.089"
"nm7","256","THETA6","prse",NA
"nm7","256","THETA7","estimate","1.61509"
"nm7","256","THETA7","prse",NA
"nm7","257","prob","text","257 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","257","min","status","0"
"nm7","257","ofv","estimate","2565.77869760149"
"nm7","257","OMEGA1.1","estimate","0.280204"
"nm7","257","OMEGA1.1","prse",NA
"nm7","257","OMEGA2.1","estimate","0"
"nm7","257","OMEGA2.1","prse",NA
"nm7","257","OMEGA2.2","estimate","0.176701"
"nm7","257","OMEGA2.2","prse",NA
"nm7","257","OMEGA3.1","estimate","0"
"nm7","257","OMEGA3.1","prse",NA
"nm7","257","OMEGA3.2","estimate","0"
"nm7","257","OMEGA3.2","prse",NA
"nm7","257","OMEGA3.3","estimate","0.125102"
"nm7","257","OMEGA3.3","prse",NA
"nm7","257","SIGMA1.1","estimate","0.068536"
"nm7","257","SIGMA1.1","prse",NA
"nm7","257","THETA1","estimate","6.83996"
"nm7","257","THETA1","prse",NA
"nm7","257","THETA2","estimate","20.5558"
"nm7","257","THETA2","prse",NA
"nm7","257","THETA3","estimate","0.0582205"
"nm7","257","THETA3","prse",NA
"nm7","257","THETA4","estimate","4.03082"
"nm7","257","THETA4","prse",NA
"nm7","257","THETA5","estimate","229.036"
"nm7","257","THETA5","prse",NA
"nm7","257","THETA6","estimate","0.952356"
"nm7","257","THETA6","prse",NA
"nm7","257","THETA7","estimate","2.17268"
"nm7","257","THETA7","prse",NA
"nm7","258","prob","text","258 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","258","min","status","0"
"nm7","258","ofv","estimate","2182.74370551194"
"nm7","258","OMEGA1.1","estimate","0.11843"
"nm7","258","OMEGA1.1","prse",NA
"nm7","258","OMEGA2.1","estimate","0"
"nm7","258","OMEGA2.1","prse",NA
"nm7","258","OMEGA2.2","estimate","0.126407"
"nm7","258","OMEGA2.2","prse",NA
"nm7","258","OMEGA3.1","estimate","0"
"nm7","258","OMEGA3.1","prse",NA
"nm7","258","OMEGA3.2","estimate","0"
"nm7","258","OMEGA3.2","prse",NA
"nm7","258","OMEGA3.3","estimate","0.129196"
"nm7","258","OMEGA3.3","prse",NA
"nm7","258","SIGMA1.1","estimate","0.0646983"
"nm7","258","SIGMA1.1","prse",NA
"nm7","258","THETA1","estimate","7.07118"
"nm7","258","THETA1","prse",NA
"nm7","258","THETA2","estimate","25.017"
"nm7","258","THETA2","prse",NA
"nm7","258","THETA3","estimate","0.0735213"
"nm7","258","THETA3","prse",NA
"nm7","258","THETA4","estimate","4.5495"
"nm7","258","THETA4","prse",NA
"nm7","258","THETA5","estimate","102.345"
"nm7","258","THETA5","prse",NA
"nm7","258","THETA6","estimate","0.981534"
"nm7","258","THETA6","prse",NA
"nm7","258","THETA7","estimate","2.64196"
"nm7","258","THETA7","prse",NA
"nm7","259","prob","text","259 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","259","min","status","0"
"nm7","259","ofv","estimate","3062.71007975948"
"nm7","259","OMEGA1.1","estimate","0.177704"
"nm7","259","OMEGA1.1","prse",NA
"nm7","259","OMEGA2.1","estimate","0"
"nm7","259","OMEGA2.1","prse",NA
"nm7","259","OMEGA2.2","estimate","0.187133"
"nm7","259","OMEGA2.2","prse",NA
"nm7","259","OMEGA3.1","estimate","0"
"nm7","259","OMEGA3.1","prse",NA
"nm7","259","OMEGA3.2","estimate","0"
"nm7","259","OMEGA3.2","prse",NA
"nm7","259","OMEGA3.3","estimate","0.0825153"
"nm7","259","OMEGA3.3","prse",NA
"nm7","259","SIGMA1.1","estimate","0.0731818"
"nm7","259","SIGMA1.1","prse",NA
"nm7","259","THETA1","estimate","7.75896"
"nm7","259","THETA1","prse",NA
"nm7","259","THETA2","estimate","19.634"
"nm7","259","THETA2","prse",NA
"nm7","259","THETA3","estimate","0.0603321"
"nm7","259","THETA3","prse",NA
"nm7","259","THETA4","estimate","3.23333"
"nm7","259","THETA4","prse",NA
"nm7","259","THETA5","estimate","148.405"
"nm7","259","THETA5","prse",NA
"nm7","259","THETA6","estimate","0.946662"
"nm7","259","THETA6","prse",NA
"nm7","259","THETA7","estimate","2.17251"
"nm7","259","THETA7","prse",NA
"nm7","260","prob","text","260 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","260","min","status","0"
"nm7","260","ofv","estimate","2452.84877300094"
"nm7","260","OMEGA1.1","estimate","0.178742"
"nm7","260","OMEGA1.1","prse",NA
"nm7","260","OMEGA2.1","estimate","0"
"nm7","260","OMEGA2.1","prse",NA
"nm7","260","OMEGA2.2","estimate","0.143613"
"nm7","260","OMEGA2.2","prse",NA
"nm7","260","OMEGA3.1","estimate","0"
"nm7","260","OMEGA3.1","prse",NA
"nm7","260","OMEGA3.2","estimate","0"
"nm7","260","OMEGA3.2","prse",NA
"nm7","260","OMEGA3.3","estimate","0.128433"
"nm7","260","OMEGA3.3","prse",NA
"nm7","260","SIGMA1.1","estimate","0.071318"
"nm7","260","SIGMA1.1","prse",NA
"nm7","260","THETA1","estimate","7.73179"
"nm7","260","THETA1","prse",NA
"nm7","260","THETA2","estimate","19.5531"
"nm7","260","THETA2","prse",NA
"nm7","260","THETA3","estimate","0.069367"
"nm7","260","THETA3","prse",NA
"nm7","260","THETA4","estimate","3.75181"
"nm7","260","THETA4","prse",NA
"nm7","260","THETA5","estimate","96.4025"
"nm7","260","THETA5","prse",NA
"nm7","260","THETA6","estimate","1.27697"
"nm7","260","THETA6","prse",NA
"nm7","260","THETA7","estimate","1.34719"
"nm7","260","THETA7","prse",NA
"nm7","261","prob","text","261 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","261","min","status","0"
"nm7","261","ofv","estimate","2851.24172142713"
"nm7","261","OMEGA1.1","estimate","0.25593"
"nm7","261","OMEGA1.1","prse",NA
"nm7","261","OMEGA2.1","estimate","0"
"nm7","261","OMEGA2.1","prse",NA
"nm7","261","OMEGA2.2","estimate","0.0948064"
"nm7","261","OMEGA2.2","prse",NA
"nm7","261","OMEGA3.1","estimate","0"
"nm7","261","OMEGA3.1","prse",NA
"nm7","261","OMEGA3.2","estimate","0"
"nm7","261","OMEGA3.2","prse",NA
"nm7","261","OMEGA3.3","estimate","0.0845266"
"nm7","261","OMEGA3.3","prse",NA
"nm7","261","SIGMA1.1","estimate","0.056967"
"nm7","261","SIGMA1.1","prse",NA
"nm7","261","THETA1","estimate","9.08296"
"nm7","261","THETA1","prse",NA
"nm7","261","THETA2","estimate","23.0361"
"nm7","261","THETA2","prse",NA
"nm7","261","THETA3","estimate","0.0758412"
"nm7","261","THETA3","prse",NA
"nm7","261","THETA4","estimate","3.80143"
"nm7","261","THETA4","prse",NA
"nm7","261","THETA5","estimate","109.267"
"nm7","261","THETA5","prse",NA
"nm7","261","THETA6","estimate","1.03463"
"nm7","261","THETA6","prse",NA
"nm7","261","THETA7","estimate","1.72696"
"nm7","261","THETA7","prse",NA
"nm7","262","prob","text","262 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","262","min","status","0"
"nm7","262","ofv","estimate","2189.97435706404"
"nm7","262","OMEGA1.1","estimate","0.153794"
"nm7","262","OMEGA1.1","prse",NA
"nm7","262","OMEGA2.1","estimate","0"
"nm7","262","OMEGA2.1","prse",NA
"nm7","262","OMEGA2.2","estimate","0.117687"
"nm7","262","OMEGA2.2","prse",NA
"nm7","262","OMEGA3.1","estimate","0"
"nm7","262","OMEGA3.1","prse",NA
"nm7","262","OMEGA3.2","estimate","0"
"nm7","262","OMEGA3.2","prse",NA
"nm7","262","OMEGA3.3","estimate","0.138722"
"nm7","262","OMEGA3.3","prse",NA
"nm7","262","SIGMA1.1","estimate","0.0648598"
"nm7","262","SIGMA1.1","prse",NA
"nm7","262","THETA1","estimate","8.77226"
"nm7","262","THETA1","prse",NA
"nm7","262","THETA2","estimate","22.432"
"nm7","262","THETA2","prse",NA
"nm7","262","THETA3","estimate","0.0746636"
"nm7","262","THETA3","prse",NA
"nm7","262","THETA4","estimate","4.22848"
"nm7","262","THETA4","prse",NA
"nm7","262","THETA5","estimate","103.017"
"nm7","262","THETA5","prse",NA
"nm7","262","THETA6","estimate","0.97273"
"nm7","262","THETA6","prse",NA
"nm7","262","THETA7","estimate","1.53596"
"nm7","262","THETA7","prse",NA
"nm7","263","prob","text","263 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","263","min","status","0"
"nm7","263","ofv","estimate","2803.10024953912"
"nm7","263","OMEGA1.1","estimate","0.171092"
"nm7","263","OMEGA1.1","prse",NA
"nm7","263","OMEGA2.1","estimate","0"
"nm7","263","OMEGA2.1","prse",NA
"nm7","263","OMEGA2.2","estimate","0.0840019"
"nm7","263","OMEGA2.2","prse",NA
"nm7","263","OMEGA3.1","estimate","0"
"nm7","263","OMEGA3.1","prse",NA
"nm7","263","OMEGA3.2","estimate","0"
"nm7","263","OMEGA3.2","prse",NA
"nm7","263","OMEGA3.3","estimate","0.0678282"
"nm7","263","OMEGA3.3","prse",NA
"nm7","263","SIGMA1.1","estimate","0.068511"
"nm7","263","SIGMA1.1","prse",NA
"nm7","263","THETA1","estimate","9.32648"
"nm7","263","THETA1","prse",NA
"nm7","263","THETA2","estimate","20.478"
"nm7","263","THETA2","prse",NA
"nm7","263","THETA3","estimate","0.0712872"
"nm7","263","THETA3","prse",NA
"nm7","263","THETA4","estimate","3.74918"
"nm7","263","THETA4","prse",NA
"nm7","263","THETA5","estimate","94.6005"
"nm7","263","THETA5","prse",NA
"nm7","263","THETA6","estimate","0.899071"
"nm7","263","THETA6","prse",NA
"nm7","263","THETA7","estimate","1.88528"
"nm7","263","THETA7","prse",NA
"nm7","264","prob","text","264 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","264","min","status","0"
"nm7","264","ofv","estimate","2637.20470767179"
"nm7","264","OMEGA1.1","estimate","0.145362"
"nm7","264","OMEGA1.1","prse",NA
"nm7","264","OMEGA2.1","estimate","0"
"nm7","264","OMEGA2.1","prse",NA
"nm7","264","OMEGA2.2","estimate","0.0897724"
"nm7","264","OMEGA2.2","prse",NA
"nm7","264","OMEGA3.1","estimate","0"
"nm7","264","OMEGA3.1","prse",NA
"nm7","264","OMEGA3.2","estimate","0"
"nm7","264","OMEGA3.2","prse",NA
"nm7","264","OMEGA3.3","estimate","0.0823415"
"nm7","264","OMEGA3.3","prse",NA
"nm7","264","SIGMA1.1","estimate","0.0502916"
"nm7","264","SIGMA1.1","prse",NA
"nm7","264","THETA1","estimate","7.73024"
"nm7","264","THETA1","prse",NA
"nm7","264","THETA2","estimate","23.5344"
"nm7","264","THETA2","prse",NA
"nm7","264","THETA3","estimate","0.0817165"
"nm7","264","THETA3","prse",NA
"nm7","264","THETA4","estimate","4.29514"
"nm7","264","THETA4","prse",NA
"nm7","264","THETA5","estimate","91.982"
"nm7","264","THETA5","prse",NA
"nm7","264","THETA6","estimate","0.868989"
"nm7","264","THETA6","prse",NA
"nm7","264","THETA7","estimate","2.19826"
"nm7","264","THETA7","prse",NA
"nm7","265","prob","text","265 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","265","min","status","0"
"nm7","265","ofv","estimate","2165.91369677348"
"nm7","265","OMEGA1.1","estimate","0.164108"
"nm7","265","OMEGA1.1","prse",NA
"nm7","265","OMEGA2.1","estimate","0"
"nm7","265","OMEGA2.1","prse",NA
"nm7","265","OMEGA2.2","estimate","0.0631282"
"nm7","265","OMEGA2.2","prse",NA
"nm7","265","OMEGA3.1","estimate","0"
"nm7","265","OMEGA3.1","prse",NA
"nm7","265","OMEGA3.2","estimate","0"
"nm7","265","OMEGA3.2","prse",NA
"nm7","265","OMEGA3.3","estimate","0.127823"
"nm7","265","OMEGA3.3","prse",NA
"nm7","265","SIGMA1.1","estimate","0.0562014"
"nm7","265","SIGMA1.1","prse",NA
"nm7","265","THETA1","estimate","9.14301"
"nm7","265","THETA1","prse",NA
"nm7","265","THETA2","estimate","25.4322"
"nm7","265","THETA2","prse",NA
"nm7","265","THETA3","estimate","0.0819351"
"nm7","265","THETA3","prse",NA
"nm7","265","THETA4","estimate","4.57734"
"nm7","265","THETA4","prse",NA
"nm7","265","THETA5","estimate","106.511"
"nm7","265","THETA5","prse",NA
"nm7","265","THETA6","estimate","0.937255"
"nm7","265","THETA6","prse",NA
"nm7","265","THETA7","estimate","1.07615"
"nm7","265","THETA7","prse",NA
"nm7","266","prob","text","266 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","266","min","status","0"
"nm7","266","ofv","estimate","2764.18466746667"
"nm7","266","OMEGA1.1","estimate","0.144767"
"nm7","266","OMEGA1.1","prse",NA
"nm7","266","OMEGA2.1","estimate","0"
"nm7","266","OMEGA2.1","prse",NA
"nm7","266","OMEGA2.2","estimate","0.124137"
"nm7","266","OMEGA2.2","prse",NA
"nm7","266","OMEGA3.1","estimate","0"
"nm7","266","OMEGA3.1","prse",NA
"nm7","266","OMEGA3.2","estimate","0"
"nm7","266","OMEGA3.2","prse",NA
"nm7","266","OMEGA3.3","estimate","0.0824549"
"nm7","266","OMEGA3.3","prse",NA
"nm7","266","SIGMA1.1","estimate","0.0599897"
"nm7","266","SIGMA1.1","prse",NA
"nm7","266","THETA1","estimate","7.23181"
"nm7","266","THETA1","prse",NA
"nm7","266","THETA2","estimate","22.9139"
"nm7","266","THETA2","prse",NA
"nm7","266","THETA3","estimate","0.0749323"
"nm7","266","THETA3","prse",NA
"nm7","266","THETA4","estimate","4.78059"
"nm7","266","THETA4","prse",NA
"nm7","266","THETA5","estimate","104.457"
"nm7","266","THETA5","prse",NA
"nm7","266","THETA6","estimate","0.826419"
"nm7","266","THETA6","prse",NA
"nm7","266","THETA7","estimate","2.91539"
"nm7","266","THETA7","prse",NA
"nm7","267","prob","text","267 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","267","min","status","0"
"nm7","267","ofv","estimate","2362.50571132512"
"nm7","267","OMEGA1.1","estimate","0.122596"
"nm7","267","OMEGA1.1","prse",NA
"nm7","267","OMEGA2.1","estimate","0"
"nm7","267","OMEGA2.1","prse",NA
"nm7","267","OMEGA2.2","estimate","0.0800549"
"nm7","267","OMEGA2.2","prse",NA
"nm7","267","OMEGA3.1","estimate","0"
"nm7","267","OMEGA3.1","prse",NA
"nm7","267","OMEGA3.2","estimate","0"
"nm7","267","OMEGA3.2","prse",NA
"nm7","267","OMEGA3.3","estimate","0.124162"
"nm7","267","OMEGA3.3","prse",NA
"nm7","267","SIGMA1.1","estimate","0.0636193"
"nm7","267","SIGMA1.1","prse",NA
"nm7","267","THETA1","estimate","9.09082"
"nm7","267","THETA1","prse",NA
"nm7","267","THETA2","estimate","22.5545"
"nm7","267","THETA2","prse",NA
"nm7","267","THETA3","estimate","0.0841606"
"nm7","267","THETA3","prse",NA
"nm7","267","THETA4","estimate","4.21523"
"nm7","267","THETA4","prse",NA
"nm7","267","THETA5","estimate","94.1604"
"nm7","267","THETA5","prse",NA
"nm7","267","THETA6","estimate","0.915823"
"nm7","267","THETA6","prse",NA
"nm7","267","THETA7","estimate","1.36789"
"nm7","267","THETA7","prse",NA
"nm7","268","prob","text","268 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","268","min","status","0"
"nm7","268","ofv","estimate","2222.16783974978"
"nm7","268","OMEGA1.1","estimate","0.133455"
"nm7","268","OMEGA1.1","prse",NA
"nm7","268","OMEGA2.1","estimate","0"
"nm7","268","OMEGA2.1","prse",NA
"nm7","268","OMEGA2.2","estimate","0.11581"
"nm7","268","OMEGA2.2","prse",NA
"nm7","268","OMEGA3.1","estimate","0"
"nm7","268","OMEGA3.1","prse",NA
"nm7","268","OMEGA3.2","estimate","0"
"nm7","268","OMEGA3.2","prse",NA
"nm7","268","OMEGA3.3","estimate","0.0593494"
"nm7","268","OMEGA3.3","prse",NA
"nm7","268","SIGMA1.1","estimate","0.0685105"
"nm7","268","SIGMA1.1","prse",NA
"nm7","268","THETA1","estimate","8.93937"
"nm7","268","THETA1","prse",NA
"nm7","268","THETA2","estimate","21.2087"
"nm7","268","THETA2","prse",NA
"nm7","268","THETA3","estimate","0.0641315"
"nm7","268","THETA3","prse",NA
"nm7","268","THETA4","estimate","3.14404"
"nm7","268","THETA4","prse",NA
"nm7","268","THETA5","estimate","106.911"
"nm7","268","THETA5","prse",NA
"nm7","268","THETA6","estimate","0.866919"
"nm7","268","THETA6","prse",NA
"nm7","268","THETA7","estimate","1.63465"
"nm7","268","THETA7","prse",NA
"nm7","269","prob","text","269 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","269","min","status","0"
"nm7","269","ofv","estimate","2350.25727330937"
"nm7","269","OMEGA1.1","estimate","0.168209"
"nm7","269","OMEGA1.1","prse",NA
"nm7","269","OMEGA2.1","estimate","0"
"nm7","269","OMEGA2.1","prse",NA
"nm7","269","OMEGA2.2","estimate","0.0834528"
"nm7","269","OMEGA2.2","prse",NA
"nm7","269","OMEGA3.1","estimate","0"
"nm7","269","OMEGA3.1","prse",NA
"nm7","269","OMEGA3.2","estimate","0"
"nm7","269","OMEGA3.2","prse",NA
"nm7","269","OMEGA3.3","estimate","0.13548"
"nm7","269","OMEGA3.3","prse",NA
"nm7","269","SIGMA1.1","estimate","0.0609864"
"nm7","269","SIGMA1.1","prse",NA
"nm7","269","THETA1","estimate","7.7313"
"nm7","269","THETA1","prse",NA
"nm7","269","THETA2","estimate","21.858"
"nm7","269","THETA2","prse",NA
"nm7","269","THETA3","estimate","0.0733568"
"nm7","269","THETA3","prse",NA
"nm7","269","THETA4","estimate","4.23339"
"nm7","269","THETA4","prse",NA
"nm7","269","THETA5","estimate","116.986"
"nm7","269","THETA5","prse",NA
"nm7","269","THETA6","estimate","0.88442"
"nm7","269","THETA6","prse",NA
"nm7","269","THETA7","estimate","1.76564"
"nm7","269","THETA7","prse",NA
"nm7","270","prob","text","270 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","270","min","status","0"
"nm7","270","ofv","estimate","2179.78162822851"
"nm7","270","OMEGA1.1","estimate","0.119053"
"nm7","270","OMEGA1.1","prse",NA
"nm7","270","OMEGA2.1","estimate","0"
"nm7","270","OMEGA2.1","prse",NA
"nm7","270","OMEGA2.2","estimate","0.115685"
"nm7","270","OMEGA2.2","prse",NA
"nm7","270","OMEGA3.1","estimate","0"
"nm7","270","OMEGA3.1","prse",NA
"nm7","270","OMEGA3.2","estimate","0"
"nm7","270","OMEGA3.2","prse",NA
"nm7","270","OMEGA3.3","estimate","0.112233"
"nm7","270","OMEGA3.3","prse",NA
"nm7","270","SIGMA1.1","estimate","0.0691453"
"nm7","270","SIGMA1.1","prse",NA
"nm7","270","THETA1","estimate","9.68758"
"nm7","270","THETA1","prse",NA
"nm7","270","THETA2","estimate","24.0204"
"nm7","270","THETA2","prse",NA
"nm7","270","THETA3","estimate","0.0730739"
"nm7","270","THETA3","prse",NA
"nm7","270","THETA4","estimate","4.12958"
"nm7","270","THETA4","prse",NA
"nm7","270","THETA5","estimate","99.783"
"nm7","270","THETA5","prse",NA
"nm7","270","THETA6","estimate","0.954375"
"nm7","270","THETA6","prse",NA
"nm7","270","THETA7","estimate","1.56892"
"nm7","270","THETA7","prse",NA
"nm7","271","prob","text","271 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","271","min","status","0"
"nm7","271","ofv","estimate","2198.53108641533"
"nm7","271","OMEGA1.1","estimate","0.180753"
"nm7","271","OMEGA1.1","prse",NA
"nm7","271","OMEGA2.1","estimate","0"
"nm7","271","OMEGA2.1","prse",NA
"nm7","271","OMEGA2.2","estimate","0.0632125"
"nm7","271","OMEGA2.2","prse",NA
"nm7","271","OMEGA3.1","estimate","0"
"nm7","271","OMEGA3.1","prse",NA
"nm7","271","OMEGA3.2","estimate","0"
"nm7","271","OMEGA3.2","prse",NA
"nm7","271","OMEGA3.3","estimate","0.122472"
"nm7","271","OMEGA3.3","prse",NA
"nm7","271","SIGMA1.1","estimate","0.068343"
"nm7","271","SIGMA1.1","prse",NA
"nm7","271","THETA1","estimate","7.71988"
"nm7","271","THETA1","prse",NA
"nm7","271","THETA2","estimate","23.1286"
"nm7","271","THETA2","prse",NA
"nm7","271","THETA3","estimate","0.0746343"
"nm7","271","THETA3","prse",NA
"nm7","271","THETA4","estimate","4.57245"
"nm7","271","THETA4","prse",NA
"nm7","271","THETA5","estimate","98.1099"
"nm7","271","THETA5","prse",NA
"nm7","271","THETA6","estimate","0.902501"
"nm7","271","THETA6","prse",NA
"nm7","271","THETA7","estimate","2.12413"
"nm7","271","THETA7","prse",NA
"nm7","272","prob","text","272 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","272","min","status","0"
"nm7","272","ofv","estimate","2427.97555638537"
"nm7","272","OMEGA1.1","estimate","0.133344"
"nm7","272","OMEGA1.1","prse",NA
"nm7","272","OMEGA2.1","estimate","0"
"nm7","272","OMEGA2.1","prse",NA
"nm7","272","OMEGA2.2","estimate","0.13151"
"nm7","272","OMEGA2.2","prse",NA
"nm7","272","OMEGA3.1","estimate","0"
"nm7","272","OMEGA3.1","prse",NA
"nm7","272","OMEGA3.2","estimate","0"
"nm7","272","OMEGA3.2","prse",NA
"nm7","272","OMEGA3.3","estimate","0.106788"
"nm7","272","OMEGA3.3","prse",NA
"nm7","272","SIGMA1.1","estimate","0.070097"
"nm7","272","SIGMA1.1","prse",NA
"nm7","272","THETA1","estimate","8.91894"
"nm7","272","THETA1","prse",NA
"nm7","272","THETA2","estimate","19.8042"
"nm7","272","THETA2","prse",NA
"nm7","272","THETA3","estimate","0.0575371"
"nm7","272","THETA3","prse",NA
"nm7","272","THETA4","estimate","3.06487"
"nm7","272","THETA4","prse",NA
"nm7","272","THETA5","estimate","147.641"
"nm7","272","THETA5","prse",NA
"nm7","272","THETA6","estimate","0.764127"
"nm7","272","THETA6","prse",NA
"nm7","272","THETA7","estimate","1.76694"
"nm7","272","THETA7","prse",NA
"nm7","273","prob","text","273 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","273","min","status","0"
"nm7","273","ofv","estimate","2271.4555156262"
"nm7","273","OMEGA1.1","estimate","0.114954"
"nm7","273","OMEGA1.1","prse",NA
"nm7","273","OMEGA2.1","estimate","0"
"nm7","273","OMEGA2.1","prse",NA
"nm7","273","OMEGA2.2","estimate","0.094976"
"nm7","273","OMEGA2.2","prse",NA
"nm7","273","OMEGA3.1","estimate","0"
"nm7","273","OMEGA3.1","prse",NA
"nm7","273","OMEGA3.2","estimate","0"
"nm7","273","OMEGA3.2","prse",NA
"nm7","273","OMEGA3.3","estimate","0.12733"
"nm7","273","OMEGA3.3","prse",NA
"nm7","273","SIGMA1.1","estimate","0.0667462"
"nm7","273","SIGMA1.1","prse",NA
"nm7","273","THETA1","estimate","9.16734"
"nm7","273","THETA1","prse",NA
"nm7","273","THETA2","estimate","21.3574"
